date,hour,app,page_url,device,page_views,js_errors,sample_count,lcp_p75_ms,lcp_p95_ms,inp_p75_ms,inp_p95_ms,cls_p75,cls_p95,fcp_p75_ms,fcp_p95_ms,ttfb_p75_ms,ttfb_p95_ms,fetched_at
2026-05-15,2,gi-client-web,/quick-start,desktop,1,0,1,3.428,3.428,0.408,0.408,0.241,0.241,2.892,2.892,0.0,0.0,2026-05-21T13:44:57.967383+05:30
2026-05-15,2,gi-client-web,/quick-start,mobile,12,1,9,4.03125,17.32,0.176025390625,0.24,0.00701904296875,0.118,2.015625,10.692,0.0,0.0,2026-05-21T13:44:57.967383+05:30
2026-05-15,2,gi-client-web,/referral,mobile,1,0,1,9.148,9.148,0.384,0.384,0.102,0.102,7.08,7.08,0.0,0.0,2026-05-21T13:44:57.967383+05:30
2026-05-15,2,gi-client-web,/signup,mobile,6,0,4,3.203125,5.536,0.376,0.376,0.358,0.358,3.046875,5.536,0.0,0.0,2026-05-21T13:44:57.967383+05:30
2026-05-15,2,gi-client-web,/user-kyc,mobile,17,1,11,4.96875,8.84,0.45703125,14.856,0.25390625,1.147,1.390625,9.52,0.0,0.0,2026-05-21T13:44:57.967383+05:30
2026-05-15,3,gi-client-static,/,mobile,10,0,9,2.46875,32.632,0.0560302734375,0.112,0.0,0.425,1.9609375,8.36,0.0,0.0,2026-05-21T13:26:15.935735+05:30
2026-05-15,3,gi-client-static,/blog/[slug],desktop,5,0,5,2.796875,6.384,0.008,0.008,0.114,0.114,2.703125,5.316,0.0,0.0,2026-05-21T13:26:15.935735+05:30
2026-05-15,3,gi-client-static,/blog/[slug],mobile,31,8,25,2.734375,4.84375,0.271484375,0.312,0.0308837890625,0.058,2.640625,4.53125,0.0,0.0,2026-05-21T13:26:15.935735+05:30
2026-05-15,3,gi-client-static,/corporate-fds,mobile,2,0,1,1.04,1.04,0.048,0.048,0.0,0.0,0.653,0.653,0.0,0.0,2026-05-21T13:26:15.935735+05:30
2026-05-15,3,gi-client-static,/faq/[type]/...,mobile,3,0,3,0.421,0.421,0.2,0.2,0.0,0.0,0.421,0.421,0.0,0.0,2026-05-21T13:26:15.935735+05:30
2026-05-15,3,gi-client-static,/sell-anytime,mobile,1,0,1,4.464,4.464,0.0,0.0,0.004,0.004,2.464,2.464,0.0,0.0,2026-05-21T13:26:15.935735+05:30
2026-05-15,3,gi-client-web,/assets,mobile,7,1,5,3.15625,17.536,0.2646484375,0.312,0.836,0.836,1.6328125,2.576,0.0,0.0,2026-05-21T13:45:03.486149+05:30
2026-05-15,3,gi-client-web,/assets/bonds,mobile,7,1,3,3.176,3.176,1.16,1.16,1.5546875,2.89,2.8984375,3.032,0.0,0.0,2026-05-21T13:45:03.486149+05:30
2026-05-15,3,gi-client-web,/discover,desktop,1,0,1,1.008,1.008,0.08,0.08,1.223,1.223,0.792,0.792,0.0,0.0,2026-05-21T13:45:03.486149+05:30
2026-05-15,3,gi-client-web,/discover,mobile,43,0,34,3.28125,14.875,0.31640625,0.7890625,2.2578125,3.1171875,1.859375,4.8125,0.0,0.0,2026-05-21T13:45:03.486149+05:30
2026-05-15,3,gi-client-web,/external-ui/[uuid],mobile,67,0,61,1.640625,3.90625,0.0,0.0,0.0030059814453125,0.006,1.671875,4.0625,0.0,0.0,2026-05-21T13:45:03.486149+05:30
2026-05-15,3,gi-client-web,/login,mobile,9,0,9,2.671875,9.772,0.431640625,0.504,0.0219879150390625,0.027,1.6015625,9.608,0.0,0.0,2026-05-21T13:45:03.486149+05:30
2026-05-15,3,gi-client-web,/portfolio,mobile,18,2,10,2.078125,12.104,0.30859375,1.416,0.7109375,1.697,1.3984375,5.272,0.0,0.0,2026-05-21T13:45:03.486149+05:30
2026-05-15,3,gi-client-web,/quick-start,desktop,2,0,1,0.868,0.868,0.0,0.0,0.003,0.003,0.856,0.856,0.0,0.0,2026-05-21T13:45:03.486149+05:30
2026-05-15,3,gi-client-web,/quick-start,mobile,3,0,1,1.34,1.34,0.16,0.16,0.0,0.0,2.188,2.188,0.0,0.0,2026-05-21T13:45:03.486149+05:30
2026-05-15,3,gi-client-web,/referral,mobile,1,0,1,5.528,5.528,0.296,0.296,1.435,1.435,4.024,4.024,0.0,0.0,2026-05-21T13:45:03.486149+05:30
2026-05-15,3,gi-client-web,/signup,mobile,1,0,1,7.428,7.428,0.616,0.616,0.021,0.021,7.096,7.096,0.0,0.0,2026-05-21T13:45:03.486149+05:30
2026-05-15,3,gi-client-web,/user-kyc,mobile,5,1,5,4.171875,8.664,0.199951171875,0.216,0.0576171875,1.499,1.82421875,2.348,0.0,0.0,2026-05-21T13:45:03.486149+05:30
2026-05-15,4,gi-client-static,/,mobile,22,1,14,2.1953125,2.964,0.11181640625,0.16,0.0,0.001,1.91015625,3.24,0.0,0.0,2026-05-21T13:26:22.257385+05:30
2026-05-15,4,gi-client-static,/,unknown,1,1,1,0.756,0.756,0.0,0.0,0.0,0.0,0.756,0.756,0.0,0.0,2026-05-21T13:26:22.257385+05:30
2026-05-15,4,gi-client-static,/blog/[slug],desktop,7,0,2,4.408,4.408,0.0,0.0,0.00200653076171875,0.006,4.03125,4.408,0.0,0.0,2026-05-21T13:26:22.257385+05:30
2026-05-15,4,gi-client-static,/blog/[slug],mobile,31,8,20,3.890625,4.78125,0.1435546875,0.272,0.00396728515625,0.293,4.15625,4.90625,0.0,0.0,2026-05-21T13:26:22.257385+05:30
2026-05-15,4,gi-client-static,/blog/[slug],unknown,3,3,1,2.672,2.672,0.0,0.0,0.0,0.0,2.884,2.884,0.0,0.0,2026-05-21T13:26:22.257385+05:30
2026-05-15,4,gi-client-static,/sell-anytime,mobile,3,0,2,2.728,2.728,0.296,0.296,0.005,0.005,1.552,1.552,0.0,0.0,2026-05-21T13:26:22.257385+05:30
2026-05-15,4,gi-client-web,/assets,mobile,6,0,2,1.676,1.676,0.152,0.152,1.031,1.031,1.001953125,1.164,0.0,0.0,2026-05-21T13:45:08.932457+05:30
2026-05-15,4,gi-client-web,/assets/bonds,mobile,8,0,4,1.66796875,3.508,0.2236328125,0.64,0.33984375,1.317,1.6171875,3.508,0.0,0.0,2026-05-21T13:45:08.932457+05:30
2026-05-15,4,gi-client-web,/discover,mobile,41,0,35,3.859375,9.9375,0.7890625,1.609375,3.1796875,3.3046875,2.578125,4.03125,0.0,0.0,2026-05-21T13:45:08.932457+05:30
2026-05-15,4,gi-client-web,/external-ui/[uuid],mobile,47,0,40,1.4765625,3.171875,0.0,0.0,0.002,0.002,1.4296875,3.171875,0.0,0.0,2026-05-21T13:45:08.932457+05:30
2026-05-15,4,gi-client-web,/login,desktop,3,0,1,0.709,0.709,0.0,0.0,0.0,0.0,1.38,1.38,0.0,0.0,2026-05-21T13:45:08.932457+05:30
2026-05-15,4,gi-client-web,/login,mobile,22,0,16,1.2265625,2.56,0.1767578125,0.552,1.296875,2.893,0.705078125,1.228,0.0,0.0,2026-05-21T13:45:08.932457+05:30
2026-05-15,4,gi-client-web,/portfolio,mobile,5,0,4,1.9765625,4.676,0.632,0.632,0.66015625,0.675,1.98046875,2.592,0.0,0.0,2026-05-21T13:45:08.932457+05:30
2026-05-15,4,gi-client-web,/quick-start,mobile,7,0,5,2.2421875,4.344,0.18408203125,0.2,0.0059814453125,1.733,2.2421875,4.096,0.0,0.0,2026-05-21T13:45:08.932457+05:30
2026-05-15,4,gi-client-web,/user-kyc,mobile,4,0,4,2.7421875,4.092,0.21630859375,0.408,0.029052734375,0.128,0.7275390625,1.312,0.0,0.0,2026-05-21T13:45:08.932457+05:30
2026-05-15,5,gi-client-static,/,mobile,117,6,60,2.390625,3.671875,0.07958984375,0.1279296875,0.00494384765625,0.31640625,2.078125,3.640625,0.0,0.0,2026-05-21T13:26:28.535256+05:30
2026-05-15,5,gi-client-static,/blog/[slug],desktop,3,0,1,1.268,1.268,0.768,0.768,0.007,0.007,1.428,1.428,0.0,0.0,2026-05-21T13:26:28.535256+05:30
2026-05-15,5,gi-client-static,/blog/[slug],mobile,27,0,20,3.59375,24.25,0.1357421875,0.144,0.04345703125,0.293,3.46875,12.375,0.0,0.0,2026-05-21T13:26:28.535256+05:30
2026-05-15,5,gi-client-static,/corporate-fds,mobile,1,0,1,2.7,2.7,0.048,0.048,0.005,0.005,1.688,1.688,0.0,0.0,2026-05-21T13:26:28.535256+05:30
2026-05-15,5,gi-client-static,/sell-anytime,mobile,2,0,1,1.964,1.964,1.184,1.184,0.014,0.014,2.9,2.9,0.0,0.0,2026-05-21T13:26:28.535256+05:30
2026-05-15,5,gi-client-web,/assets,mobile,13,2,5,2.3671875,3.104,0.32421875,3.328,0.451171875,1.618,0.955078125,1.504,0.0,0.0,2026-05-21T13:45:14.062949+05:30
2026-05-15,5,gi-client-web,/assets/bonds,mobile,15,0,10,0.92578125,1.792,1.078125,4.32,0.158203125,1.329,0.95703125,1.792,0.0,0.0,2026-05-21T13:45:14.062949+05:30
2026-05-15,5,gi-client-web,/discover,mobile,85,1,73,4.03125,8.1875,0.38671875,0.7265625,2.359375,3.203125,2.234375,3.359375,0.0,0.0,2026-05-21T13:45:14.062949+05:30
2026-05-15,5,gi-client-web,/external-ui/[uuid],mobile,56,0,51,1.546875,3.40625,0.128,0.128,0.00200653076171875,0.004,1.546875,3.40625,0.0,0.0,2026-05-21T13:45:14.062949+05:30
2026-05-15,5,gi-client-web,/login,desktop,4,0,2,1.212,1.212,0.0,0.0,0.0,0.0,1.142578125,1.905,0.0,0.0,2026-05-21T13:45:14.062949+05:30
2026-05-15,5,gi-client-web,/login,mobile,26,0,21,1.2890625,3.921875,0.23193359375,0.36,0.019012451171875,0.029,1.1328125,3.921875,0.0,0.0,2026-05-21T13:45:14.062949+05:30
2026-05-15,5,gi-client-web,/portfolio,mobile,20,0,14,2.03125,16.992,0.326171875,1.264,0.474609375,1.169,1.359375,7.9375,0.0,0.0,2026-05-21T13:45:14.062949+05:30
2026-05-15,5,gi-client-web,/quick-start,mobile,2,0,2,4.052,4.052,0.0,0.0,0.006,0.006,3.056,3.056,0.0,0.0,2026-05-21T13:45:14.062949+05:30
2026-05-15,5,gi-client-web,/signup,mobile,2,0,1,2.272,2.272,0.128,0.128,0.029,0.029,1.988,1.988,0.0,0.0,2026-05-21T13:45:14.062949+05:30
2026-05-15,5,gi-client-web,/user-kyc,mobile,9,1,7,6.40625,8.036,0.40234375,2.352,0.38671875,1.627,1.7890625,3.604,0.0,0.0,2026-05-21T13:45:14.062949+05:30
2026-05-15,6,gi-client-static,/,mobile,154,14,71,3.328125,5.78125,0.134765625,0.5390625,0.00494384765625,0.8828125,2.421875,5.53125,0.0,0.0,2026-05-21T13:26:34.968076+05:30
2026-05-15,6,gi-client-static,/,tablet,1,0,1,0.476,0.476,0.04,0.04,0.0,0.0,0.434,0.434,0.0,0.0,2026-05-21T13:26:34.968076+05:30
2026-05-15,6,gi-client-static,/blog/[slug],desktop,12,1,3,3.372,3.372,0.04,0.04,0.0010013580322265625,0.002,2.55078125,2.88,0.0,0.0,2026-05-21T13:26:34.968076+05:30
2026-05-15,6,gi-client-static,/blog/[slug],mobile,57,10,41,2.546875,5.65625,0.208984375,0.7109375,0.03955078125,0.30078125,2.609375,5.15625,0.0,0.0,2026-05-21T13:26:34.968076+05:30
2026-05-15,6,gi-client-static,/blog/[slug],tablet,1,0,1,2.229,2.229,0.0,0.0,0.0,0.0,2.229,2.229,0.0,0.0,2026-05-21T13:26:34.968076+05:30
2026-05-15,6,gi-client-static,/blog/[slug],unknown,2,2,1,2.456,2.456,0.0,0.0,0.0,0.0,2.392,2.392,0.0,0.0,2026-05-21T13:26:34.968076+05:30
2026-05-15,6,gi-client-static,/sell-anytime,mobile,7,0,6,4.984375,5.06,0.088,0.088,0.003002166748046875,0.004,4.265625,5.06,0.0,0.0,2026-05-21T13:26:34.968076+05:30
2026-05-15,6,gi-client-web,/assets,desktop,3,2,2,2.352,2.352,0.15966796875,0.216,3.647,3.647,1.452,1.452,0.0,0.0,2026-05-21T13:45:19.236080+05:30
2026-05-15,6,gi-client-web,/assets,mobile,18,0,11,2.140625,7.236,0.39453125,2.032,0.49609375,0.691,0.94921875,2.38,0.0,0.0,2026-05-21T13:45:19.236080+05:30
2026-05-15,6,gi-client-web,/assets/bonds,mobile,41,2,19,1.1015625,3.228,0.62890625,1.1484375,0.796875,1.46875,0.95703125,2.921875,0.0,0.0,2026-05-21T13:45:19.236080+05:30
2026-05-15,6,gi-client-web,/discover,desktop,1,0,1,1.968,1.968,0.28,0.28,4.451,4.451,0.932,0.932,0.0,0.0,2026-05-21T13:45:19.236080+05:30
2026-05-15,6,gi-client-web,/discover,mobile,168,2,130,3.90625,10.375,0.453125,1.1875,2.21875,3.09375,2.40625,4.9375,0.0,0.0,2026-05-21T13:45:19.236080+05:30
2026-05-15,6,gi-client-web,/discover,tablet,1,0,1,2.772,2.772,0.128,0.128,2.795,2.795,1.488,1.488,0.0,0.0,2026-05-21T13:45:19.236080+05:30
2026-05-15,6,gi-client-web,/external-ui/[uuid],mobile,164,3,155,1.515625,2.84375,1.064,1.064,0.0019989013671875,0.0030059814453125,1.453125,2.84375,0.0,0.0,2026-05-21T13:45:19.236080+05:30
2026-05-15,6,gi-client-web,/external-ui/[uuid],tablet,2,0,2,1.828,1.828,0.0,0.0,0.0,0.0,1.828,1.828,0.0,0.0,2026-05-21T13:45:19.236080+05:30
2026-05-15,6,gi-client-web,/login,desktop,1,0,1,0.888,0.888,0.152,0.152,3.958,3.958,0.712,0.712,0.0,0.0,2026-05-21T13:45:19.236080+05:30
2026-05-15,6,gi-client-web,/login,mobile,77,7,67,1.359375,2.59375,0.216796875,0.5390625,0.095703125,3.009,0.7578125,1.890625,0.0,0.0,2026-05-21T13:45:19.236080+05:30
2026-05-15,6,gi-client-web,/portfolio,mobile,45,5,29,2.359375,6.65625,0.33984375,0.6328125,0.44140625,1.07,1.453125,6.9375,0.0,0.0,2026-05-21T13:45:19.236080+05:30
2026-05-15,6,gi-client-web,/portfolio,tablet,2,0,2,1.996,1.996,0.08,0.08,0.572,0.572,1.096,1.096,0.0,0.0,2026-05-21T13:45:19.236080+05:30
2026-05-15,6,gi-client-web,/quick-start,mobile,9,0,8,2.234375,3.156,0.272,0.272,0.006011962890625,0.007,2.109375,3.08,0.0,0.0,2026-05-21T13:45:19.236080+05:30
2026-05-15,6,gi-client-web,/referral,mobile,1,0,1,2.828,2.828,0.576,0.576,3.731,3.731,0.484,0.484,0.0,0.0,2026-05-21T13:45:19.236080+05:30
2026-05-15,6,gi-client-web,/signup,mobile,8,2,3,0.936,0.936,0.112,0.112,0.028,0.028,0.936,0.936,0.0,0.0,2026-05-21T13:45:19.236080+05:30
2026-05-15,6,gi-client-web,/user-kyc,mobile,14,0,11,6.84375,13.824,0.43359375,1.824,0.064453125,1.497,2.140625,5.948,0.0,0.0,2026-05-21T13:45:19.236080+05:30
2026-05-15,7,gi-client-static,/,desktop,11,0,8,1.5859375,6.307,0.0240478515625,0.064,0.00299835205078125,0.004,2.890625,6.277,0.0,0.0,2026-05-21T13:26:41.565659+05:30
2026-05-15,7,gi-client-static,/,mobile,173,7,76,3.484375,5.28125,0.142578125,0.8828125,0.0098876953125,0.205078125,2.53125,5.0625,0.0,0.0,2026-05-21T13:26:41.565659+05:30
2026-05-15,7,gi-client-static,/,tablet,1,0,1,8.42,8.42,0.152,0.152,0.0,0.0,5.796,5.796,0.0,0.0,2026-05-21T13:26:41.565659+05:30
2026-05-15,7,gi-client-static,/baskets,mobile,1,0,1,1.724,1.724,0.0,0.0,0.0,0.0,1.724,1.724,0.0,0.0,2026-05-21T13:26:41.565659+05:30
2026-05-15,7,gi-client-static,/blog/[slug],desktop,10,0,4,1.73046875,1.876,0.0159912109375,0.064,0.0049896240234375,0.008,2.046875,8.28,0.0,0.0,2026-05-21T13:26:41.565659+05:30
2026-05-15,7,gi-client-static,/blog/[slug],mobile,87,20,66,2.53125,6.5625,0.134765625,0.7890625,0.0140380859375,0.030029296875,2.34375,4.9375,0.0,0.0,2026-05-21T13:26:41.565659+05:30
2026-05-15,7,gi-client-static,/blog/[slug],tablet,1,0,1,1.504,1.504,0.064,0.064,0.071,0.071,1.504,1.504,0.0,0.0,2026-05-21T13:26:41.565659+05:30
2026-05-15,7,gi-client-static,/corporate-bonds,desktop,2,0,2,0.884,0.884,0.016,0.016,0.001,0.001,0.784,0.784,0.0,0.0,2026-05-21T13:26:41.565659+05:30
2026-05-15,7,gi-client-static,/corporate-bonds,mobile,2,0,1,2.348,2.348,0.232,0.232,0.0,0.0,2.348,2.348,0.0,0.0,2026-05-21T13:26:41.565659+05:30
2026-05-15,7,gi-client-static,/corporate-fds,desktop,2,0,2,2.756,2.756,0.016,0.016,0.002,0.002,2.608,2.608,0.0,0.0,2026-05-21T13:26:41.565659+05:30
2026-05-15,7,gi-client-static,/corporate-fds,mobile,1,0,1,1.264,1.264,0.0,0.0,0.002,0.002,0.88,0.88,0.0,0.0,2026-05-21T13:26:41.565659+05:30
2026-05-15,7,gi-client-static,/faq/[type]/...,mobile,5,0,5,1.6318359375,1.868,0.47998046875,0.744,0.337890625,0.966,1.6318359375,1.868,0.0,0.0,2026-05-21T13:26:41.565659+05:30
2026-05-15,7,gi-client-static,/leasex,desktop,5,0,5,1.3515625,4.176,0.064,0.064,0.001,0.001,1.3046875,3.5,0.0,0.0,2026-05-21T13:26:41.565659+05:30
2026-05-15,7,gi-client-static,/marketing/[url],desktop,1,0,1,3.416,3.416,0.0,0.0,0.003,0.003,3.184,3.184,0.0,0.0,2026-05-21T13:26:41.565659+05:30
2026-05-15,7,gi-client-static,/sell-anytime,mobile,7,0,6,5.234375,6.856,0.6015625,1.992,0.003,0.003,3.9140625,4.0,0.0,0.0,2026-05-21T13:26:41.565659+05:30
2026-05-15,7,gi-client-web,/assets,desktop,6,0,1,0.543,0.543,2.44,2.44,0.734,0.734,0.474609375,4.516,0.0,0.0,2026-05-21T13:45:24.321547+05:30
2026-05-15,7,gi-client-web,/assets,mobile,27,1,13,2.765625,11.124,0.431640625,1.096,0.5703125,1.868,1.1328125,2.828125,0.0,0.0,2026-05-21T13:45:24.321547+05:30
2026-05-15,7,gi-client-web,/assets/bonds,mobile,35,1,12,2.921875,7.104,0.6796875,7.16,1.296875,1.546875,1.2265625,3.578125,0.0,0.0,2026-05-21T13:45:24.321547+05:30
2026-05-15,7,gi-client-web,/discover,desktop,4,0,1,1.508,1.508,0.312,0.312,3.035,3.035,0.82,0.82,0.0,0.0,2026-05-21T13:45:24.321547+05:30
2026-05-15,7,gi-client-web,/discover,mobile,238,1,201,3.65625,11.875,0.49609375,1.296875,2.171875,2.890625,2.53125,6.4375,0.0,0.0,2026-05-21T13:45:24.321547+05:30
2026-05-15,7,gi-client-web,/discover,tablet,3,0,2,1.852,1.852,0.08,0.08,1.328,1.328,1.228,1.228,0.0,0.0,2026-05-21T13:45:24.321547+05:30
2026-05-15,7,gi-client-web,/external-ui/[uuid],mobile,187,0,171,1.484375,4.3125,0.256,0.256,0.0019989013671875,0.016,1.453125,4.3125,0.0,0.0,2026-05-21T13:45:24.321547+05:30
2026-05-15,7,gi-client-web,/login,desktop,17,0,15,0.73046875,3.18,0.1279296875,0.1689453125,0.9296875,2.07,0.61328125,3.08,0.0,0.0,2026-05-21T13:45:24.321547+05:30
2026-05-15,7,gi-client-web,/login,mobile,75,3,51,1.140625,3.71875,0.248046875,0.37890625,0.02880859375,1.46875,1.015625,6.8125,0.0,0.0,2026-05-21T13:45:24.321547+05:30
2026-05-15,7,gi-client-web,/portfolio,mobile,57,3,39,1.703125,7.6875,0.34765625,1.140625,0.7109375,0.7578125,1.359375,4.1875,0.0,0.0,2026-05-21T13:45:24.321547+05:30
2026-05-15,7,gi-client-web,/quick-start,mobile,12,0,5,2.171875,8.572,0.232177734375,0.304,0.0070037841796875,0.01,3.15625,44.348,0.0,0.0,2026-05-21T13:45:24.321547+05:30
2026-05-15,7,gi-client-web,/signup,mobile,3,1,2,3.308,3.308,0.496,0.496,0.029,0.029,2.944,2.944,0.0,0.0,2026-05-21T13:45:24.321547+05:30
2026-05-15,7,gi-client-web,/user-kyc,mobile,20,0,18,6.15625,8.708,0.5546875,3.712,0.119140625,1.529,1.5234375,2.824,0.0,0.0,2026-05-21T13:45:24.321547+05:30
2026-05-15,8,gi-client-static,/,desktop,7,0,6,2.15625,17.032,0.064,0.064,0.004,0.004,1.83984375,1.904,0.0,0.0,2026-05-21T13:26:48.097516+05:30
2026-05-15,8,gi-client-static,/,mobile,168,6,72,2.90625,5.1875,0.1201171875,0.6015625,0.003021240234375,0.34765625,2.21875,4.9375,0.0,0.0,2026-05-21T13:26:48.097516+05:30
2026-05-15,8,gi-client-static,/baskets,desktop,1,0,1,0.732,0.732,0.04,0.04,0.003,0.003,0.484,0.484,0.0,0.0,2026-05-21T13:26:48.097516+05:30
2026-05-15,8,gi-client-static,/blog/[slug],desktop,23,0,14,3.0703125,3.56,0.04833984375,0.288,0.016845703125,0.406,2.3984375,3.444,0.0,0.0,2026-05-21T13:26:48.097516+05:30
2026-05-15,8,gi-client-static,/blog/[slug],mobile,132,26,99,2.859375,5.59375,0.1923828125,0.470703125,0.019775390625,0.0810546875,2.703125,5.09375,0.0,0.0,2026-05-21T13:26:48.097516+05:30
2026-05-15,8,gi-client-static,/corporate-bonds,desktop,1,0,1,1.092,1.092,0.0,0.0,0.003,0.003,0.792,0.792,0.0,0.0,2026-05-21T13:26:48.097516+05:30
2026-05-15,8,gi-client-static,/corporate-bonds,mobile,4,3,3,3.147,3.147,0.192,0.192,0.007,0.007,2.29296875,2.574,0.0,0.0,2026-05-21T13:26:48.097516+05:30
2026-05-15,8,gi-client-static,/invoiceX,desktop,1,0,1,0.568,0.568,0.056,0.056,0.003,0.003,0.484,0.484,0.0,0.0,2026-05-21T13:26:48.097516+05:30
2026-05-15,8,gi-client-static,/leasex,desktop,4,0,4,0.9873046875,1.148,0.01605224609375,0.032,0.003,0.003,0.61181640625,0.696,0.0,0.0,2026-05-21T13:26:48.097516+05:30
2026-05-15,8,gi-client-static,/leasex,mobile,2,0,2,2.898,2.898,0.0,0.0,0.0,0.0,7.733,7.733,0.0,0.0,2026-05-21T13:26:48.097516+05:30
2026-05-15,8,gi-client-static,/marketing/[url],mobile,2,0,2,2.089,2.089,0.048,0.048,0.0,0.0,1.917,1.917,0.0,0.0,2026-05-21T13:26:48.097516+05:30
2026-05-15,8,gi-client-static,/sell-anytime,mobile,15,0,7,4.59375,6.168,0.2158203125,0.744,0.0040130615234375,0.007,2.828125,6.168,0.0,0.0,2026-05-21T13:26:48.097516+05:30
2026-05-15,8,gi-client-web,/assets,mobile,39,1,21,2.015625,4.40625,0.224609375,0.48828125,1.203125,2.144,1.4140625,3.734375,0.0,0.0,2026-05-21T13:45:29.537662+05:30
2026-05-15,8,gi-client-web,/assets/bonds,desktop,3,0,3,1.559,1.559,0.104,0.104,0.063,0.063,1.261,1.261,0.0,0.0,2026-05-21T13:45:29.537662+05:30
2026-05-15,8,gi-client-web,/assets/bonds,mobile,50,5,22,1.2421875,2.484375,1.234375,2.71875,0.7265625,1.453125,1.765625,4.1875,0.0,0.0,2026-05-21T13:45:29.537662+05:30
2026-05-15,8,gi-client-web,/assets/category/bonds,mobile,3,0,2,0.88,0.88,0.36,0.36,1.034,1.034,0.68,0.68,0.0,0.0,2026-05-21T13:45:29.537662+05:30
2026-05-15,8,gi-client-web,/discover,desktop,8,2,4,1.69921875,2.216,0.337890625,0.376,1.08984375,1.752,0.884765625,1.192,0.0,0.0,2026-05-21T13:45:29.537662+05:30
2026-05-15,8,gi-client-web,/discover,mobile,317,7,271,4.0625,10.375,0.359375,0.96875,2.1875,2.9375,2.40625,6.9375,0.0,0.0,2026-05-21T13:45:29.537662+05:30
2026-05-15,8,gi-client-web,/external-ui/[uuid],mobile,255,4,240,1.515625,4.0625,0.528,0.528,0.00200653076171875,0.0040130615234375,1.515625,4.0625,0.0,0.0,2026-05-21T13:45:29.537662+05:30
2026-05-15,8,gi-client-web,/login,desktop,12,0,11,0.62109375,2.182,0.33984375,0.824,0.9765625,1.015625,0.81640625,1.98,0.0,0.0,2026-05-21T13:45:29.537662+05:30
2026-05-15,8,gi-client-web,/login,mobile,116,1,89,1.953125,3.40625,0.30078125,0.5703125,0.02392578125,1.28125,1.421875,2.65625,0.0,0.0,2026-05-21T13:45:29.537662+05:30
2026-05-15,8,gi-client-web,/portfolio,desktop,3,0,2,2.775,2.775,0.232,0.232,0.2509765625,0.563,1.836,1.836,0.0,0.0,2026-05-21T13:45:29.537662+05:30
2026-05-15,8,gi-client-web,/portfolio,mobile,82,7,61,1.734375,7.4375,0.27734375,0.5546875,0.6796875,1.390625,1.359375,4.8125,0.0,0.0,2026-05-21T13:45:29.537662+05:30
2026-05-15,8,gi-client-web,/quick-start,mobile,33,0,24,3.921875,6.40625,0.431640625,0.872,0.1083984375,0.28515625,3.796875,6.46875,0.0,0.0,2026-05-21T13:45:29.537662+05:30
2026-05-15,8,gi-client-web,/signup,mobile,4,1,2,2.896,2.896,0.136,0.136,0.022,0.022,2.896,2.896,0.0,0.0,2026-05-21T13:45:29.537662+05:30
2026-05-15,8,gi-client-web,/user-kyc,desktop,1,2,1,4.896,4.896,0.0,0.0,0.0,0.0,3.992,3.992,0.0,0.0,2026-05-21T13:45:29.537662+05:30
2026-05-15,8,gi-client-web,/user-kyc,mobile,44,6,32,4.59375,11.0625,0.318359375,0.455078125,0.123046875,1.34375,2.046875,3.140625,0.0,0.0,2026-05-21T13:45:29.537662+05:30
2026-05-15,9,gi-client-static,/,desktop,13,1,7,0.9150390625,1.024,0.048095703125,0.103,0.005,0.005,1.55078125,2.208,0.0,0.0,2026-05-21T13:26:54.612205+05:30
2026-05-15,9,gi-client-static,/,mobile,116,5,45,2.84375,7.6875,0.11962890625,0.310546875,0.0079345703125,0.26953125,2.53125,5.0625,0.0,0.0,2026-05-21T13:26:54.612205+05:30
2026-05-15,9,gi-client-static,/,unknown,1,1,1,9.256,9.256,0.0,0.0,0.004,0.004,5.472,5.472,0.0,0.0,2026-05-21T13:26:54.612205+05:30
2026-05-15,9,gi-client-static,/baskets,desktop,1,0,1,1.424,1.424,0.08,0.08,0.001,0.001,1.088,1.088,0.0,0.0,2026-05-21T13:26:54.612205+05:30
2026-05-15,9,gi-client-static,/baskets,mobile,2,0,2,2.652,2.652,0.264,0.264,0.0,0.0,1.52,1.52,0.0,0.0,2026-05-21T13:26:54.612205+05:30
2026-05-15,9,gi-client-static,/blog/[slug],desktop,26,0,17,3.734375,8.132,0.0791015625,1.288,0.00494384765625,0.0120849609375,3.359375,7.232,0.0,0.0,2026-05-21T13:26:54.612205+05:30
2026-05-15,9,gi-client-static,/blog/[slug],mobile,139,6,99,2.78125,6.0625,0.134765625,0.30859375,0.00604248046875,0.031005859375,2.65625,5.0625,0.0,0.0,2026-05-21T13:26:54.612205+05:30
2026-05-15,9,gi-client-static,/corporate-bonds,desktop,2,0,2,0.924,0.924,0.048,0.048,0.0,0.0,0.808,0.808,0.0,0.0,2026-05-21T13:26:54.612205+05:30
2026-05-15,9,gi-client-static,/corporate-bonds,mobile,5,0,1,1.164,1.164,0.248,0.248,0.005,0.005,3.0234375,5.512,0.0,0.0,2026-05-21T13:26:54.612205+05:30
2026-05-15,9,gi-client-static,/faq/[type]/...,desktop,1,0,1,0.596,0.596,0.0,0.0,0.003,0.003,0.596,0.596,0.0,0.0,2026-05-21T13:26:54.612205+05:30
2026-05-15,9,gi-client-static,/invoicex,desktop,1,0,1,0.864,0.864,0.048,0.048,0.0,0.0,0.68,0.68,0.0,0.0,2026-05-21T13:26:54.612205+05:30
