channel_handle,snapshot_date,category,video_count,pct_of_library,avg_views,perf_vs_mean_pct
@fixedreturnsacademy,2026-06-19,Macro/RBI,7,3.2,796.6,-50.7
@fixedreturnsacademy,2026-06-19,Myths/Mistakes,7,3.2,1609.9,-0.4
@fixedreturnsacademy,2026-06-19,Other,18,8.2,1353.7,-16.2
@fixedreturnsacademy,2026-06-19,Risk/Safety,50,22.7,1067.6,-33.9
@fixedreturnsacademy,2026-06-19,Taxation,44,20.0,3461.3,114.2
@fixedreturnsacademy,2026-06-20,Asset Comparison,7,3.2,1163.7,-27.9
@fixedreturnsacademy,2026-06-20,Bond Basics,19,8.6,954.4,-40.9
@fixedreturnsacademy,2026-06-20,Bond Types,24,10.9,956.4,-40.8
@fixedreturnsacademy,2026-06-20,FD Comparison,12,5.4,630.2,-61.0
@fixedreturnsacademy,2026-06-20,Grip Platform,5,2.3,2756.2,70.7
@fixedreturnsacademy,2026-06-20,Income Strategy,27,12.2,1417.2,-12.3
@fixedreturnsacademy,2026-06-20,Macro/RBI,7,3.2,804.7,-50.2
@fixedreturnsacademy,2026-06-20,Myths/Mistakes,7,3.2,1612.6,-0.2
@fixedreturnsacademy,2026-06-20,Other,18,8.1,1363.7,-15.6
@fixedreturnsacademy,2026-06-20,Risk/Safety,51,23.1,1049.6,-35.0
@fixedreturnsacademy,2026-06-20,Taxation,44,19.9,3479.4,115.4
@fixedreturnsacademy,2026-06-21,Asset Comparison,7,3.2,1165.7,-28.1
@fixedreturnsacademy,2026-06-21,Bond Basics,19,8.6,958.7,-40.9
@fixedreturnsacademy,2026-06-21,Bond Types,24,10.9,962.8,-40.7
@fixedreturnsacademy,2026-06-21,FD Comparison,12,5.4,630.8,-61.1
@fixedreturnsacademy,2026-06-21,Grip Platform,5,2.3,2763.4,70.3
@fixedreturnsacademy,2026-06-21,Income Strategy,27,12.2,1418.1,-12.6
@fixedreturnsacademy,2026-06-21,Macro/RBI,7,3.2,815.4,-49.7
@fixedreturnsacademy,2026-06-21,Myths/Mistakes,7,3.2,1613.6,-0.5
@fixedreturnsacademy,2026-06-21,Other,18,8.1,1371.6,-15.5
@fixedreturnsacademy,2026-06-21,Risk/Safety,51,23.1,1053.4,-35.1
@fixedreturnsacademy,2026-06-21,Taxation,44,19.9,3498.5,115.7
@fixedreturnsacademy,2026-06-22,Asset Comparison,7,3.2,1166.6,-28.4
@fixedreturnsacademy,2026-06-22,Bond Basics,19,8.6,962.5,-40.9
@fixedreturnsacademy,2026-06-22,Bond Types,24,10.9,967.7,-40.6
@fixedreturnsacademy,2026-06-22,FD Comparison,12,5.4,631.6,-61.2
@fixedreturnsacademy,2026-06-22,Grip Platform,5,2.3,2769.8,70.1
@fixedreturnsacademy,2026-06-22,Income Strategy,27,12.2,1419.7,-12.8
@fixedreturnsacademy,2026-06-22,Macro/RBI,7,3.2,821.4,-49.5
@fixedreturnsacademy,2026-06-22,Myths/Mistakes,7,3.2,1615.7,-0.8
@fixedreturnsacademy,2026-06-22,Other,18,8.1,1381.4,-15.2
@fixedreturnsacademy,2026-06-22,Risk/Safety,51,23.1,1057.4,-35.1
@fixedreturnsacademy,2026-06-22,Taxation,44,19.9,3512.1,115.7
@fixedreturnsacademy,2026-06-23,Asset Comparison,8,3.6,1022.6,-37.2
@fixedreturnsacademy,2026-06-23,Bond Basics,19,8.6,965.1,-40.7
@fixedreturnsacademy,2026-06-23,Bond Types,24,10.8,972.0,-40.3
@fixedreturnsacademy,2026-06-23,FD Comparison,12,5.4,632.9,-61.1
@fixedreturnsacademy,2026-06-23,Grip Platform,5,2.3,2774.6,70.4
@fixedreturnsacademy,2026-06-23,Income Strategy,27,12.2,1420.8,-12.7
@fixedreturnsacademy,2026-06-23,Macro/RBI,7,3.2,828.3,-49.1
@fixedreturnsacademy,2026-06-23,Myths/Mistakes,7,3.2,1618.0,-0.6
@fixedreturnsacademy,2026-06-23,Other,18,8.1,1389.5,-14.7
@fixedreturnsacademy,2026-06-23,Risk/Safety,51,23.0,1060.5,-34.9
@fixedreturnsacademy,2026-06-23,Taxation,44,19.8,3536.0,117.2
@fixedreturnsacademy,2026-06-24,Asset Comparison,8,3.6,1030.4,-36.7
@fixedreturnsacademy,2026-06-24,Bond Basics,19,8.5,968.6,-40.5
@fixedreturnsacademy,2026-06-24,Bond Types,24,10.8,977.0,-40.0
@fixedreturnsacademy,2026-06-24,FD Comparison,12,5.4,633.6,-61.1
@fixedreturnsacademy,2026-06-24,Grip Platform,5,2.2,2780.6,70.8
@fixedreturnsacademy,2026-06-24,Income Strategy,27,12.1,1421.7,-12.6
@fixedreturnsacademy,2026-06-24,Macro/RBI,7,3.1,834.3,-48.7
@fixedreturnsacademy,2026-06-24,Myths/Mistakes,7,3.1,1618.7,-0.5
@fixedreturnsacademy,2026-06-24,Other,19,8.5,1322.5,-18.7
@fixedreturnsacademy,2026-06-24,Risk/Safety,51,22.9,1063.8,-34.6
@fixedreturnsacademy,2026-06-24,Taxation,44,19.7,3554.8,118.4
@fixedreturnsacademy,2026-06-25,Asset Comparison,8,3.6,1039.4,-36.5
@fixedreturnsacademy,2026-06-25,Bond Basics,19,8.5,973.3,-40.6
@fixedreturnsacademy,2026-06-25,Bond Types,24,10.8,981.5,-40.1
@fixedreturnsacademy,2026-06-25,FD Comparison,12,5.4,634.6,-61.3
@fixedreturnsacademy,2026-06-25,Grip Platform,5,2.2,2785.0,70.1
@fixedreturnsacademy,2026-06-25,Income Strategy,27,12.1,1423.0,-13.1
@fixedreturnsacademy,2026-06-25,Macro/RBI,7,3.1,841.7,-48.6
@fixedreturnsacademy,2026-06-25,Myths/Mistakes,7,3.1,1620.0,-1.1
@fixedreturnsacademy,2026-06-25,Other,19,8.5,1357.8,-17.1
@fixedreturnsacademy,2026-06-25,Risk/Safety,51,22.9,1066.7,-34.9
@fixedreturnsacademy,2026-06-25,Taxation,44,19.7,3578.5,118.5
@fixedreturnsacademy,2026-06-26,Asset Comparison,8,3.6,1042.5,-36.8
@fixedreturnsacademy,2026-06-26,Bond Basics,19,8.5,976.9,-40.8
@fixedreturnsacademy,2026-06-26,Bond Types,24,10.8,986.0,-40.2
@fixedreturnsacademy,2026-06-26,FD Comparison,12,5.4,635.2,-61.5
@fixedreturnsacademy,2026-06-26,Grip Platform,5,2.2,2791.2,69.3
@fixedreturnsacademy,2026-06-26,Income Strategy,27,12.1,1424.0,-13.6
@fixedreturnsacademy,2026-06-26,Macro/RBI,7,3.1,849.0,-48.5
@fixedreturnsacademy,2026-06-26,Myths/Mistakes,7,3.1,1623.1,-1.6
@fixedreturnsacademy,2026-06-26,Other,19,8.5,1414.3,-14.2
@fixedreturnsacademy,2026-06-26,Risk/Safety,51,22.9,1071.2,-35.0
@fixedreturnsacademy,2026-06-26,Taxation,44,19.7,3598.4,118.2
@fixedreturnsacademy,2026-06-27,Asset Comparison,8,3.6,1049.8,-36.4
@fixedreturnsacademy,2026-06-27,Bond Basics,19,8.5,979.9,-40.6
@fixedreturnsacademy,2026-06-27,Bond Types,24,10.7,989.8,-40.0
@fixedreturnsacademy,2026-06-27,FD Comparison,12,5.4,635.5,-61.5
@fixedreturnsacademy,2026-06-27,Grip Platform,5,2.2,2800.8,69.8
@fixedreturnsacademy,2026-06-27,Income Strategy,27,12.1,1425.2,-13.6
@fixedreturnsacademy,2026-06-27,Macro/RBI,7,3.1,853.6,-48.3
@fixedreturnsacademy,2026-06-27,Myths/Mistakes,7,3.1,1625.6,-1.5
@fixedreturnsacademy,2026-06-27,Other,19,8.5,1441.3,-12.6
@fixedreturnsacademy,2026-06-27,Risk/Safety,51,22.8,1077.5,-34.7
@fixedreturnsacademy,2026-06-27,Taxation,45,20.1,3531.4,114.1
@fixedreturnsacademy,2026-06-28,Asset Comparison,8,3.6,1050.9,-36.4
@fixedreturnsacademy,2026-06-28,Bond Basics,19,8.4,983.2,-40.5
@fixedreturnsacademy,2026-06-28,Bond Types,24,10.7,994.5,-39.8
@fixedreturnsacademy,2026-06-28,FD Comparison,12,5.3,636.1,-61.5
@fixedreturnsacademy,2026-06-28,Grip Platform,5,2.2,2805.6,69.9
@fixedreturnsacademy,2026-06-28,Income Strategy,27,12.0,1426.0,-13.6
@fixedreturnsacademy,2026-06-28,Macro/RBI,7,3.1,860.0,-47.9
@fixedreturnsacademy,2026-06-28,Myths/Mistakes,7,3.1,1626.4,-1.5
@fixedreturnsacademy,2026-06-28,Other,20,8.9,1425.0,-13.7
@fixedreturnsacademy,2026-06-28,Risk/Safety,51,22.7,1081.0,-34.5
@fixedreturnsacademy,2026-06-28,Taxation,45,20.0,3541.8,114.5
@fixedreturnsacademy,2026-06-29,Asset Comparison,8,3.6,1055.9,-36.3
@fixedreturnsacademy,2026-06-29,Bond Basics,19,8.4,988.8,-40.4
@fixedreturnsacademy,2026-06-29,Bond Types,24,10.7,999.0,-39.7
@fixedreturnsacademy,2026-06-29,FD Comparison,12,5.3,636.3,-61.6
@fixedreturnsacademy,2026-06-29,Grip Platform,5,2.2,2812.0,69.6
@fixedreturnsacademy,2026-06-29,Income Strategy,27,12.0,1427.1,-13.9
@fixedreturnsacademy,2026-06-29,Macro/RBI,7,3.1,865.4,-47.8
@fixedreturnsacademy,2026-06-29,Myths/Mistakes,7,3.1,1628.4,-1.8
@fixedreturnsacademy,2026-06-29,Other,20,8.9,1441.7,-13.0
@fixedreturnsacademy,2026-06-29,Risk/Safety,51,22.7,1087.7,-34.4
@fixedreturnsacademy,2026-06-29,Taxation,45,20.0,3551.4,114.2
@fixedreturnsacademy,2026-06-30,Asset Comparison,8,3.5,1058.6,-36.2
@fixedreturnsacademy,2026-06-30,Bond Basics,19,8.4,994.1,-40.1
@fixedreturnsacademy,2026-06-30,Bond Types,24,10.6,1004.0,-39.5
@fixedreturnsacademy,2026-06-30,FD Comparison,12,5.3,637.2,-61.6
@fixedreturnsacademy,2026-06-30,Grip Platform,5,2.2,2818.8,69.9
@fixedreturnsacademy,2026-06-30,Income Strategy,27,11.9,1428.4,-13.9
@fixedreturnsacademy,2026-06-30,Macro/RBI,7,3.1,874.0,-47.3
@fixedreturnsacademy,2026-06-30,Myths/Mistakes,7,3.1,1629.7,-1.8
@fixedreturnsacademy,2026-06-30,Other,20,8.8,1465.2,-11.7
@fixedreturnsacademy,2026-06-30,Risk/Safety,52,23.0,1072.8,-35.4
@fixedreturnsacademy,2026-06-30,Taxation,45,19.9,3570.0,115.1
@fixedreturnsacademy,2026-07-01,Asset Comparison,9,4.0,948.4,-42.8
@fixedreturnsacademy,2026-07-01,Bond Basics,19,8.4,997.2,-39.9
@fixedreturnsacademy,2026-07-01,Bond Types,24,10.6,1009.0,-39.2
@fixedreturnsacademy,2026-07-01,FD Comparison,12,5.3,637.8,-61.5
@fixedreturnsacademy,2026-07-01,Grip Platform,5,2.2,2824.4,70.3
@fixedreturnsacademy,2026-07-01,Income Strategy,27,11.9,1430.0,-13.8
@fixedreturnsacademy,2026-07-01,Macro/RBI,7,3.1,880.0,-46.9
@fixedreturnsacademy,2026-07-01,Myths/Mistakes,7,3.1,1631.9,-1.6
@fixedreturnsacademy,2026-07-01,Other,20,8.8,1476.8,-11.0
@fixedreturnsacademy,2026-07-01,Risk/Safety,52,22.9,1075.6,-35.2
@fixedreturnsacademy,2026-07-01,Taxation,45,19.8,3586.5,116.2
@fixedreturnsacademy,2026-07-02,Asset Comparison,9,3.9,960.7,-42.1
@fixedreturnsacademy,2026-07-02,Bond Basics,19,8.3,1001.9,-39.6
@fixedreturnsacademy,2026-07-02,Bond Types,24,10.5,1016.2,-38.7
@fixedreturnsacademy,2026-07-02,FD Comparison,12,5.3,638.1,-61.5
@fixedreturnsacademy,2026-07-02,Grip Platform,5,2.2,2831.0,70.6
@fixedreturnsacademy,2026-07-02,Income Strategy,27,11.8,1431.5,-13.7
@fixedreturnsacademy,2026-07-02,Macro/RBI,7,3.1,886.7,-46.6
@fixedreturnsacademy,2026-07-02,Myths/Mistakes,7,3.1,1633.9,-1.5
@fixedreturnsacademy,2026-07-02,Other,20,8.8,1486.2,-10.4
@fixedreturnsacademy,2026-07-02,Risk/Safety,52,22.8,1078.4,-35.0
@fixedreturnsacademy,2026-07-02,Taxation,46,20.2,3527.5,112.6
@fixedreturnsacademy,2026-07-03,Asset Comparison,9,3.9,985.9,-40.8
@fixedreturnsacademy,2026-07-03,Bond Basics,20,8.8,983.0,-41.0
@fixedreturnsacademy,2026-07-03,Bond Types,24,10.5,1021.5,-38.7
@fixedreturnsacademy,2026-07-03,FD Comparison,12,5.3,638.3,-61.7
@fixedreturnsacademy,2026-07-03,Grip Platform,5,2.2,2838.4,70.4
@fixedreturnsacademy,2026-07-03,Income Strategy,27,11.8,1432.2,-14.0
@fixedreturnsacademy,2026-07-03,Macro/RBI,7,3.1,892.9,-46.4
@fixedreturnsacademy,2026-07-03,Myths/Mistakes,7,3.1,1635.9,-1.8
@fixedreturnsacademy,2026-07-03,Other,19,8.3,1538.4,-7.7
@fixedreturnsacademy,2026-07-03,Risk/Safety,52,22.8,1081.2,-35.1
@fixedreturnsacademy,2026-07-03,Taxation,46,20.2,3547.3,112.9
@fixedreturnsacademy,2026-07-04,Asset Comparison,9,3.9,987.9,-40.7
@fixedreturnsacademy,2026-07-04,Bond Basics,20,8.7,987.5,-40.7
@fixedreturnsacademy,2026-07-04,Bond Types,24,10.5,1025.8,-38.4
@fixedreturnsacademy,2026-07-04,FD Comparison,13,5.7,593.4,-64.4
@fixedreturnsacademy,2026-07-04,Grip Platform,5,2.2,2843.0,70.8
@fixedreturnsacademy,2026-07-04,Income Strategy,27,11.8,1433.1,-13.9
@fixedreturnsacademy,2026-07-04,Macro/RBI,7,3.1,900.4,-45.9
@fixedreturnsacademy,2026-07-04,Myths/Mistakes,7,3.1,1639.0,-1.6
@fixedreturnsacademy,2026-07-04,Other,19,8.3,1540.7,-7.5
@fixedreturnsacademy,2026-07-04,Risk/Safety,52,22.7,1083.3,-34.9
@fixedreturnsacademy,2026-07-04,Taxation,46,20.1,3565.2,114.1
@fixedreturnsacademy,2026-07-05,Asset Comparison,9,3.9,989.7,-40.5
@fixedreturnsacademy,2026-07-05,Bond Basics,20,8.7,991.9,-40.4
@fixedreturnsacademy,2026-07-05,Bond Types,24,10.4,1031.2,-38.0
@fixedreturnsacademy,2026-07-05,FD Comparison,13,5.7,599.2,-64.0
@fixedreturnsacademy,2026-07-05,Grip Platform,5,2.2,2851.0,71.3
@fixedreturnsacademy,2026-07-05,Income Strategy,27,11.7,1434.1,-13.8
@fixedreturnsacademy,2026-07-05,Macro/RBI,7,3.0,907.1,-45.5
@fixedreturnsacademy,2026-07-05,Myths/Mistakes,7,3.0,1640.6,-1.4
@fixedreturnsacademy,2026-07-05,Other,20,8.7,1473.0,-11.5
@fixedreturnsacademy,2026-07-05,Risk/Safety,52,22.6,1085.2,-34.8
@fixedreturnsacademy,2026-07-05,Taxation,46,20.0,3583.2,115.3
@fixedreturnsacademy,2026-07-06,Asset Comparison,9,3.9,990.8,-40.7
@fixedreturnsacademy,2026-07-06,Bond Basics,20,8.7,998.0,-40.3
@fixedreturnsacademy,2026-07-06,Bond Types,24,10.4,1037.5,-37.9
@fixedreturnsacademy,2026-07-06,FD Comparison,13,5.7,602.0,-64.0
@fixedreturnsacademy,2026-07-06,Grip Platform,5,2.2,2860.4,71.2
@fixedreturnsacademy,2026-07-06,Income Strategy,27,11.7,1435.7,-14.0
@fixedreturnsacademy,2026-07-06,Macro/RBI,7,3.0,913.7,-45.3
@fixedreturnsacademy,2026-07-06,Myths/Mistakes,7,3.0,1641.9,-1.7
@fixedreturnsacademy,2026-07-06,Other,20,8.7,1479.5,-11.4
@fixedreturnsacademy,2026-07-06,Risk/Safety,52,22.6,1087.3,-34.9
@fixedreturnsacademy,2026-07-06,Taxation,46,20.0,3597.7,115.4
@fixedreturnsacademy,2026-07-07,Asset Comparison,9,3.9,992.6,-40.6
@fixedreturnsacademy,2026-07-07,Bond Basics,20,8.7,1001.8,-40.1
@fixedreturnsacademy,2026-07-07,Bond Types,24,10.4,1041.2,-37.7
@fixedreturnsacademy,2026-07-07,FD Comparison,13,5.6,602.8,-63.9
@fixedreturnsacademy,2026-07-07,Grip Platform,5,2.2,2866.4,71.5
@fixedreturnsacademy,2026-07-07,Income Strategy,27,11.7,1436.3,-14.1
@fixedreturnsacademy,2026-07-07,Macro/RBI,7,3.0,923.7,-44.7
@fixedreturnsacademy,2026-07-07,Myths/Mistakes,7,3.0,1644.1,-1.6
@fixedreturnsacademy,2026-07-07,Other,20,8.7,1483.5,-11.2
@fixedreturnsacademy,2026-07-07,Risk/Safety,52,22.5,1090.3,-34.8
@fixedreturnsacademy,2026-07-07,Taxation,47,20.3,3549.9,112.4
@fixedreturnsacademy,2026-07-08,Asset Comparison,9,3.9,993.8,-40.5
@fixedreturnsacademy,2026-07-08,Bond Basics,20,8.6,1007.2,-39.7
@fixedreturnsacademy,2026-07-08,Bond Types,24,10.3,1045.3,-37.4
@fixedreturnsacademy,2026-07-08,FD Comparison,13,5.6,603.2,-63.9
@fixedreturnsacademy,2026-07-08,Grip Platform,5,2.2,2871.8,71.8
@fixedreturnsacademy,2026-07-08,Income Strategy,27,11.6,1437.1,-14.0
@fixedreturnsacademy,2026-07-08,Macro/RBI,7,3.0,931.7,-44.2
@fixedreturnsacademy,2026-07-08,Myths/Mistakes,7,3.0,1645.4,-1.5
@fixedreturnsacademy,2026-07-08,Other,20,8.6,1486.2,-11.1
@fixedreturnsacademy,2026-07-08,Risk/Safety,52,22.4,1092.4,-34.6
@fixedreturnsacademy,2026-07-08,Taxation,48,20.7,3499.0,109.4
@fixedreturnsacademy,2026-07-09,Asset Comparison,9,3.9,994.9,-40.4
@fixedreturnsacademy,2026-07-09,Bond Basics,20,8.6,1012.4,-39.4
@fixedreturnsacademy,2026-07-09,Bond Types,24,10.3,1049.3,-37.2
@fixedreturnsacademy,2026-07-09,FD Comparison,13,5.6,603.8,-63.8
@fixedreturnsacademy,2026-07-09,Grip Platform,5,2.1,2876.0,72.2
@fixedreturnsacademy,2026-07-09,Income Strategy,27,11.6,1438.4,-13.9
@fixedreturnsacademy,2026-07-09,Macro/RBI,7,3.0,942.0,-43.6
@fixedreturnsacademy,2026-07-09,Myths/Mistakes,7,3.0,1647.0,-1.4
@fixedreturnsacademy,2026-07-09,Other,20,8.6,1488.8,-10.8
@fixedreturnsacademy,2026-07-09,Risk/Safety,53,22.7,1074.5,-35.7
@fixedreturnsacademy,2026-07-09,Taxation,48,20.6,3516.4,110.6
@fixedreturnsacademy,2026-07-10,Asset Comparison,9,3.8,995.6,-40.4
@fixedreturnsacademy,2026-07-10,Bond Basics,20,8.5,1017.1,-39.1
@fixedreturnsacademy,2026-07-10,Bond Types,24,10.3,1053.8,-36.9
@fixedreturnsacademy,2026-07-10,FD Comparison,13,5.6,604.6,-63.8
@fixedreturnsacademy,2026-07-10,Grip Platform,5,2.1,2881.0,72.4
@fixedreturnsacademy,2026-07-10,Income Strategy,27,11.5,1439.3,-13.9
@fixedreturnsacademy,2026-07-10,Macro/RBI,7,3.0,951.4,-43.1
@fixedreturnsacademy,2026-07-10,Myths/Mistakes,7,3.0,1649.9,-1.3
@fixedreturnsacademy,2026-07-10,Other,20,8.5,1492.0,-10.7
@fixedreturnsacademy,2026-07-10,Risk/Safety,53,22.6,1077.4,-35.5
@fixedreturnsacademy,2026-07-10,Taxation,49,20.9,3471.4,107.8
@fixedreturnsacademy,2026-07-11,Asset Comparison,9,3.8,996.8,-40.3
@fixedreturnsacademy,2026-07-11,Bond Basics,20,8.5,1021.0,-38.9
@fixedreturnsacademy,2026-07-11,Bond Types,24,10.2,1058.1,-36.7
@fixedreturnsacademy,2026-07-11,FD Comparison,13,5.5,605.5,-63.7
@fixedreturnsacademy,2026-07-11,Grip Platform,5,2.1,2887.6,72.9
@fixedreturnsacademy,2026-07-11,Income Strategy,27,11.5,1440.5,-13.8
@fixedreturnsacademy,2026-07-11,Macro/RBI,7,3.0,960.6,-42.5
@fixedreturnsacademy,2026-07-11,Myths/Mistakes,7,3.0,1651.9,-1.1
@fixedreturnsacademy,2026-07-11,Other,20,8.5,1495.2,-10.5
@fixedreturnsacademy,2026-07-11,Risk/Safety,53,22.6,1079.8,-35.4
@fixedreturnsacademy,2026-07-11,Taxation,50,21.3,3422.1,104.9
@fixedreturnsacademy,2026-07-12,Asset Comparison,10,4.2,899.4,-46.1
@fixedreturnsacademy,2026-07-12,Bond Basics,20,8.5,1025.8,-38.5
@fixedreturnsacademy,2026-07-12,Bond Types,24,10.2,1062.0,-36.4
@fixedreturnsacademy,2026-07-12,FD Comparison,13,5.5,605.8,-63.7
@fixedreturnsacademy,2026-07-12,Grip Platform,5,2.1,2893.4,73.4
@fixedreturnsacademy,2026-07-12,Income Strategy,27,11.4,1441.4,-13.6
@fixedreturnsacademy,2026-07-12,Macro/RBI,7,3.0,969.7,-41.9
@fixedreturnsacademy,2026-07-12,Myths/Mistakes,7,3.0,1653.7,-0.9
@fixedreturnsacademy,2026-07-12,Other,20,8.5,1497.8,-10.2
@fixedreturnsacademy,2026-07-12,Risk/Safety,53,22.5,1082.2,-35.1
@fixedreturnsacademy,2026-07-12,Taxation,50,21.2,3437.0,106.0
@fixedreturnsacademy,2026-07-13,Asset Comparison,10,4.2,902.8,-46.1
@fixedreturnsacademy,2026-07-13,Bond Basics,20,8.5,1031.5,-38.4
@fixedreturnsacademy,2026-07-13,Bond Types,24,10.2,1066.7,-36.3
@fixedreturnsacademy,2026-07-13,FD Comparison,13,5.5,606.3,-63.8
@fixedreturnsacademy,2026-07-13,Grip Platform,5,2.1,2901.2,73.3
@fixedreturnsacademy,2026-07-13,Income Strategy,27,11.4,1442.8,-13.8
@fixedreturnsacademy,2026-07-13,Macro/RBI,7,3.0,979.7,-41.5
@fixedreturnsacademy,2026-07-13,Myths/Mistakes,7,3.0,1658.3,-0.9
@fixedreturnsacademy,2026-07-13,Other,20,8.5,1500.3,-10.4
@fixedreturnsacademy,2026-07-13,Risk/Safety,53,22.5,1084.4,-35.2
@fixedreturnsacademy,2026-07-13,Taxation,50,21.2,3451.2,106.1
@fixedreturnsacademy,2026-07-14,Asset Comparison,10,4.3,905.7,-46.2
@fixedreturnsacademy,2026-07-14,Bond Basics,20,8.5,1036.8,-38.4
@fixedreturnsacademy,2026-07-14,Bond Types,23,9.8,1092.7,-35.1
@fixedreturnsacademy,2026-07-14,FD Comparison,13,5.5,607.3,-63.9
@fixedreturnsacademy,2026-07-14,Grip Platform,5,2.1,2908.2,72.7
@fixedreturnsacademy,2026-07-14,Income Strategy,27,11.5,1443.8,-14.3
@fixedreturnsacademy,2026-07-14,Macro/RBI,7,3.0,987.7,-41.4
@fixedreturnsacademy,2026-07-14,Myths/Mistakes,7,3.0,1660.9,-1.4
@fixedreturnsacademy,2026-07-14,Other,20,8.5,1502.8,-10.8
@fixedreturnsacademy,2026-07-14,Risk/Safety,53,22.6,1086.7,-35.5
@fixedreturnsacademy,2026-07-14,Taxation,50,21.3,3466.2,105.8
@fixedreturnsacademy,2026-07-15,Asset Comparison,10,4.2,907.3,-46.1
@fixedreturnsacademy,2026-07-15,Bond Basics,20,8.5,1041.1,-38.1
@fixedreturnsacademy,2026-07-15,Bond Types,23,9.7,1097.3,-34.8
@fixedreturnsacademy,2026-07-15,FD Comparison,13,5.5,607.5,-63.9
@fixedreturnsacademy,2026-07-15,Grip Platform,5,2.1,2915.2,73.3
@fixedreturnsacademy,2026-07-15,Income Strategy,27,11.4,1445.0,-14.1
@fixedreturnsacademy,2026-07-15,Macro/RBI,7,3.0,996.7,-40.8
@fixedreturnsacademy,2026-07-15,Myths/Mistakes,7,3.0,1663.6,-1.1
@fixedreturnsacademy,2026-07-15,Other,20,8.5,1505.6,-10.5
@fixedreturnsacademy,2026-07-15,Risk/Safety,53,22.5,1088.9,-35.3
@fixedreturnsacademy,2026-07-15,Taxation,51,21.6,3411.6,102.8
@fixedreturnsacademy,2026-07-16,Asset Comparison,10,4.2,909.8,-46.1
@fixedreturnsacademy,2026-07-16,Bond Basics,20,8.5,1045.0,-38.1
@fixedreturnsacademy,2026-07-16,Bond Types,23,9.7,1102.2,-34.7
@fixedreturnsacademy,2026-07-16,FD Comparison,13,5.5,608.2,-64.0
@fixedreturnsacademy,2026-07-16,Grip Platform,5,2.1,2922.4,73.1
@fixedreturnsacademy,2026-07-16,Income Strategy,27,11.4,1446.1,-14.3
@fixedreturnsacademy,2026-07-16,Macro/RBI,7,3.0,1004.6,-40.5
@fixedreturnsacademy,2026-07-16,Myths/Mistakes,7,3.0,1665.4,-1.3
@fixedreturnsacademy,2026-07-16,Other,20,8.5,1508.5,-10.6
@fixedreturnsacademy,2026-07-16,Risk/Safety,53,22.5,1090.7,-35.4
@fixedreturnsacademy,2026-07-16,Taxation,51,21.6,3426.7,103.0
@fixedreturnsacademy,2026-07-17,Asset Comparison,10,4.2,911.6,-45.9
@fixedreturnsacademy,2026-07-17,Bond Basics,20,8.4,1048.7,-37.8
@fixedreturnsacademy,2026-07-17,Bond Types,23,9.7,1107.3,-34.3
@fixedreturnsacademy,2026-07-17,FD Comparison,13,5.5,608.3,-63.9
@fixedreturnsacademy,2026-07-17,Grip Platform,5,2.1,2926.8,73.6
@fixedreturnsacademy,2026-07-17,Income Strategy,27,11.4,1446.7,-14.2
@fixedreturnsacademy,2026-07-17,Macro/RBI,7,3.0,1011.0,-40.0
@fixedreturnsacademy,2026-07-17,Myths/Mistakes,7,3.0,1667.9,-1.1
@fixedreturnsacademy,2026-07-17,Other,20,8.4,1511.5,-10.4
@fixedreturnsacademy,2026-07-17,Risk/Safety,53,22.4,1092.7,-35.2
@fixedreturnsacademy,2026-07-17,Taxation,52,21.9,3377.0,100.3
