channel_handle,snapshot_date,bucket,video_count,avg_views,engagement_rate_pct
@fixedreturnsacademy,2026-07-17,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-17,30–60s,16,449.4,2.427
@fixedreturnsacademy,2026-07-17,1–2m,129,1319.0,2.287
@fixedreturnsacademy,2026-07-17,2–5m,89,2435.5,2.921
@fixedreturnsacademy,2026-07-17,5–10m,3,1853.3,7.428
@fixedreturnsacademy,2026-07-17,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-17,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-18,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-18,30–60s,16,450.0,2.421
@fixedreturnsacademy,2026-07-18,1–2m,129,1322.3,2.275
@fixedreturnsacademy,2026-07-18,2–5m,91,2391.6,3.212
@fixedreturnsacademy,2026-07-18,5–10m,3,1854.3,7.423
@fixedreturnsacademy,2026-07-18,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-18,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-19,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-19,30–60s,16,450.3,2.421
@fixedreturnsacademy,2026-07-19,1–2m,130,1316.8,2.264
@fixedreturnsacademy,2026-07-19,2–5m,91,2400.3,2.931
@fixedreturnsacademy,2026-07-19,5–10m,3,1855.0,7.422
@fixedreturnsacademy,2026-07-19,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-19,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-20,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-20,30–60s,16,450.9,2.419
@fixedreturnsacademy,2026-07-20,1–2m,130,1321.6,2.253
@fixedreturnsacademy,2026-07-20,2–5m,91,2408.5,2.872
@fixedreturnsacademy,2026-07-20,5–10m,3,1855.7,7.418
@fixedreturnsacademy,2026-07-20,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-20,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-21,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-21,30–60s,16,451.4,2.418
@fixedreturnsacademy,2026-07-21,1–2m,131,1317.1,2.269
@fixedreturnsacademy,2026-07-21,2–5m,91,2415.6,2.874
@fixedreturnsacademy,2026-07-21,5–10m,3,1856.7,7.417
@fixedreturnsacademy,2026-07-21,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-21,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-22,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-22,30–60s,16,451.6,2.417
@fixedreturnsacademy,2026-07-22,1–2m,131,1320.7,2.263
@fixedreturnsacademy,2026-07-22,2–5m,91,2422.9,2.843
@fixedreturnsacademy,2026-07-22,5–10m,3,1857.0,7.416
@fixedreturnsacademy,2026-07-22,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-22,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-23,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-23,30–60s,16,451.8,2.414
@fixedreturnsacademy,2026-07-23,1–2m,132,1313.9,2.382
@fixedreturnsacademy,2026-07-23,2–5m,91,2431.1,2.816
@fixedreturnsacademy,2026-07-23,5–10m,3,1858.3,7.412
@fixedreturnsacademy,2026-07-23,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-23,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-24,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-24,30–60s,16,452.1,2.413
@fixedreturnsacademy,2026-07-24,1–2m,132,1317.3,2.31
@fixedreturnsacademy,2026-07-24,2–5m,91,2438.1,2.806
@fixedreturnsacademy,2026-07-24,5–10m,3,1860.7,7.408
@fixedreturnsacademy,2026-07-24,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-24,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-25,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-25,30–60s,16,452.4,2.412
@fixedreturnsacademy,2026-07-25,1–2m,132,1320.8,2.314
@fixedreturnsacademy,2026-07-25,2–5m,91,2445.3,2.824
@fixedreturnsacademy,2026-07-25,5–10m,4,1399.0,9.401
@fixedreturnsacademy,2026-07-25,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-25,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-26,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-26,30–60s,16,452.5,2.41
@fixedreturnsacademy,2026-07-26,1–2m,132,1324.5,2.275
@fixedreturnsacademy,2026-07-26,2–5m,91,2451.9,2.814
@fixedreturnsacademy,2026-07-26,5–10m,4,1408.0,7.68
@fixedreturnsacademy,2026-07-26,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-26,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-27,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-27,30–60s,16,453.2,2.409
@fixedreturnsacademy,2026-07-27,1–2m,132,1328.6,2.258
@fixedreturnsacademy,2026-07-27,2–5m,91,2459.8,2.808
@fixedreturnsacademy,2026-07-27,5–10m,4,1421.0,6.865
@fixedreturnsacademy,2026-07-27,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-27,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-28,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-28,30–60s,16,454.2,2.405
@fixedreturnsacademy,2026-07-28,1–2m,133,1324.8,2.299
@fixedreturnsacademy,2026-07-28,2–5m,91,2467.7,2.796
@fixedreturnsacademy,2026-07-28,5–10m,4,1431.8,7.427
@fixedreturnsacademy,2026-07-28,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-28,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-29,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-29,30–60s,16,454.6,2.403
@fixedreturnsacademy,2026-07-29,1–2m,134,1320.0,2.367
@fixedreturnsacademy,2026-07-29,2–5m,92,2452.0,2.832
@fixedreturnsacademy,2026-07-29,5–10m,3,1865.0,7.371
@fixedreturnsacademy,2026-07-29,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-29,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-30,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-30,30–60s,16,455.0,2.402
@fixedreturnsacademy,2026-07-30,1–2m,134,1323.8,2.367
@fixedreturnsacademy,2026-07-30,2–5m,92,2460.3,2.826
@fixedreturnsacademy,2026-07-30,5–10m,3,1865.7,7.37
@fixedreturnsacademy,2026-07-30,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-30,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-07-31,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-07-31,30–60s,16,455.9,2.398
@fixedreturnsacademy,2026-07-31,1–2m,134,1328.1,2.361
@fixedreturnsacademy,2026-07-31,2–5m,92,2470.9,2.816
@fixedreturnsacademy,2026-07-31,5–10m,4,1402.5,18.989
@fixedreturnsacademy,2026-07-31,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-07-31,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-01,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-01,30–60s,16,456.3,2.397
@fixedreturnsacademy,2026-08-01,1–2m,134,1331.9,2.377
@fixedreturnsacademy,2026-08-01,2–5m,92,2480.2,2.82
@fixedreturnsacademy,2026-08-01,5–10m,4,1421.0,15.94
@fixedreturnsacademy,2026-08-01,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-01,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-02,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-02,30–60s,16,456.9,2.393
@fixedreturnsacademy,2026-08-02,1–2m,134,1335.9,2.373
@fixedreturnsacademy,2026-08-02,2–5m,92,2488.6,2.803
@fixedreturnsacademy,2026-08-02,5–10m,4,1442.2,10.849
@fixedreturnsacademy,2026-08-02,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-02,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-03,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-03,30–60s,16,457.6,2.391
@fixedreturnsacademy,2026-08-03,1–2m,135,1329.9,2.395
@fixedreturnsacademy,2026-08-03,2–5m,92,2497.0,2.794
@fixedreturnsacademy,2026-08-03,5–10m,4,1676.5,6.766
@fixedreturnsacademy,2026-08-03,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-03,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-04,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-04,30–60s,16,458.4,2.387
@fixedreturnsacademy,2026-08-04,1–2m,136,1324.7,2.421
@fixedreturnsacademy,2026-08-04,2–5m,92,2505.9,2.788
@fixedreturnsacademy,2026-08-04,5–10m,4,1937.8,6.416
@fixedreturnsacademy,2026-08-04,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-04,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-05,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-05,30–60s,16,458.8,2.386
@fixedreturnsacademy,2026-08-05,1–2m,136,1329.3,2.509
@fixedreturnsacademy,2026-08-05,2–5m,93,2488.0,3.019
@fixedreturnsacademy,2026-08-05,5–10m,4,2006.8,6.509
@fixedreturnsacademy,2026-08-05,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-05,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-06,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-06,30–60s,16,459.6,2.382
@fixedreturnsacademy,2026-08-06,1–2m,137,1323.9,2.495
@fixedreturnsacademy,2026-08-06,2–5m,93,2495.2,3.084
@fixedreturnsacademy,2026-08-06,5–10m,4,2025.8,6.488
@fixedreturnsacademy,2026-08-06,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-06,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-08,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-08,30–60s,16,461.0,2.374
@fixedreturnsacademy,2026-08-08,1–2m,138,1323.4,2.499
@fixedreturnsacademy,2026-08-08,2–5m,94,2481.6,3.558
@fixedreturnsacademy,2026-08-08,5–10m,4,2027.2,6.477
@fixedreturnsacademy,2026-08-08,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-08,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-09,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-09,30–60s,16,461.7,2.372
@fixedreturnsacademy,2026-08-09,1–2m,138,1326.7,2.492
@fixedreturnsacademy,2026-08-09,2–5m,94,2491.1,3.077
@fixedreturnsacademy,2026-08-09,5–10m,4,2032.2,6.478
@fixedreturnsacademy,2026-08-09,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-09,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-10,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-10,30–60s,16,462.4,2.37
@fixedreturnsacademy,2026-08-10,1–2m,139,1322.7,2.472
@fixedreturnsacademy,2026-08-10,2–5m,94,2499.8,2.981
@fixedreturnsacademy,2026-08-10,5–10m,4,2034.8,6.482
@fixedreturnsacademy,2026-08-10,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-10,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-11,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-11,30–60s,16,462.8,2.369
@fixedreturnsacademy,2026-08-11,1–2m,139,1329.1,2.506
@fixedreturnsacademy,2026-08-11,2–5m,94,2508.9,2.989
@fixedreturnsacademy,2026-08-11,5–10m,4,2036.8,6.478
@fixedreturnsacademy,2026-08-11,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-11,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-12,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-12,30–60s,16,463.4,2.371
@fixedreturnsacademy,2026-08-12,1–2m,140,1324.8,2.459
@fixedreturnsacademy,2026-08-12,2–5m,94,2516.7,2.969
@fixedreturnsacademy,2026-08-12,5–10m,4,2038.0,6.474
@fixedreturnsacademy,2026-08-12,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-12,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-13,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-13,30–60s,16,463.9,2.369
@fixedreturnsacademy,2026-08-13,1–2m,140,1328.6,2.457
@fixedreturnsacademy,2026-08-13,2–5m,95,2496.9,3.224
@fixedreturnsacademy,2026-08-13,5–10m,4,2038.8,6.473
@fixedreturnsacademy,2026-08-13,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-13,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-14,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-14,30–60s,16,464.2,2.369
@fixedreturnsacademy,2026-08-14,1–2m,141,1323.7,2.453
@fixedreturnsacademy,2026-08-14,2–5m,95,2504.1,3.169
@fixedreturnsacademy,2026-08-14,5–10m,4,2041.0,6.468
@fixedreturnsacademy,2026-08-14,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-14,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-15,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-15,30–60s,16,464.9,2.367
@fixedreturnsacademy,2026-08-15,1–2m,141,1327.7,2.44
@fixedreturnsacademy,2026-08-15,2–5m,95,2511.0,3.084
@fixedreturnsacademy,2026-08-15,5–10m,4,2042.2,6.466
@fixedreturnsacademy,2026-08-15,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-15,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-16,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-16,30–60s,16,465.8,2.363
@fixedreturnsacademy,2026-08-16,1–2m,141,1330.7,2.434
@fixedreturnsacademy,2026-08-16,2–5m,95,2517.4,3.022
@fixedreturnsacademy,2026-08-16,5–10m,4,2043.8,6.461
@fixedreturnsacademy,2026-08-16,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-16,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-17,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-17,30–60s,16,466.1,2.362
@fixedreturnsacademy,2026-08-17,1–2m,141,1333.6,2.432
@fixedreturnsacademy,2026-08-17,2–5m,95,2523.6,2.99
@fixedreturnsacademy,2026-08-17,5–10m,4,2045.2,6.459
@fixedreturnsacademy,2026-08-17,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-17,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-18,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-18,30–60s,16,466.3,2.361
@fixedreturnsacademy,2026-08-18,1–2m,142,1327.5,2.438
@fixedreturnsacademy,2026-08-18,2–5m,95,2529.5,2.975
@fixedreturnsacademy,2026-08-18,5–10m,4,2046.8,6.455
@fixedreturnsacademy,2026-08-18,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-18,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-19,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-19,30–60s,17,449.6,2.289
@fixedreturnsacademy,2026-08-19,1–2m,142,1331.6,2.459
@fixedreturnsacademy,2026-08-19,2–5m,95,2536.5,2.957
@fixedreturnsacademy,2026-08-19,5–10m,4,2050.5,6.445
@fixedreturnsacademy,2026-08-19,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-19,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-20,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-20,30–60s,17,485.1,2.266
@fixedreturnsacademy,2026-08-20,1–2m,142,1335.5,2.452
@fixedreturnsacademy,2026-08-20,2–5m,96,2517.6,3.103
@fixedreturnsacademy,2026-08-20,5–10m,4,2054.5,6.434
@fixedreturnsacademy,2026-08-20,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-20,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-21,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-21,30–60s,17,497.4,2.279
@fixedreturnsacademy,2026-08-21,1–2m,142,1340.0,2.445
@fixedreturnsacademy,2026-08-21,2–5m,96,2524.8,3.025
@fixedreturnsacademy,2026-08-21,5–10m,4,2057.8,6.429
@fixedreturnsacademy,2026-08-21,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-21,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-22,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-22,30–60s,17,502.1,2.274
@fixedreturnsacademy,2026-08-22,1–2m,143,1333.9,2.45
@fixedreturnsacademy,2026-08-22,2–5m,96,2531.0,2.998
@fixedreturnsacademy,2026-08-22,5–10m,4,2059.5,6.427
@fixedreturnsacademy,2026-08-22,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-22,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-23,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-23,30–60s,17,503.0,2.287
@fixedreturnsacademy,2026-08-23,1–2m,143,1337.6,2.435
@fixedreturnsacademy,2026-08-23,2–5m,96,2538.0,2.984
@fixedreturnsacademy,2026-08-23,5–10m,4,2062.2,6.423
@fixedreturnsacademy,2026-08-23,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-23,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-24,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-24,30–60s,17,503.8,2.286
@fixedreturnsacademy,2026-08-24,1–2m,143,1340.9,2.45
@fixedreturnsacademy,2026-08-24,2–5m,96,2545.4,2.961
@fixedreturnsacademy,2026-08-24,5–10m,4,2066.0,6.416
@fixedreturnsacademy,2026-08-24,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-24,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-25,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-25,30–60s,17,505.2,2.283
@fixedreturnsacademy,2026-08-25,1–2m,143,1344.0,2.446
@fixedreturnsacademy,2026-08-25,2–5m,96,2551.5,2.95
@fixedreturnsacademy,2026-08-25,5–10m,4,2070.2,6.409
@fixedreturnsacademy,2026-08-25,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-25,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-26,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-26,30–60s,17,507.8,2.28
@fixedreturnsacademy,2026-08-26,1–2m,144,1339.1,2.49
@fixedreturnsacademy,2026-08-26,2–5m,97,2531.7,3.339
@fixedreturnsacademy,2026-08-26,5–10m,4,2073.5,6.402
@fixedreturnsacademy,2026-08-26,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-26,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-27,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-27,30–60s,17,509.4,2.277
@fixedreturnsacademy,2026-08-27,1–2m,145,1334.5,2.488
@fixedreturnsacademy,2026-08-27,2–5m,97,2539.5,3.14
@fixedreturnsacademy,2026-08-27,5–10m,4,2076.0,6.393
@fixedreturnsacademy,2026-08-27,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-27,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-28,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-28,30–60s,17,510.6,2.274
@fixedreturnsacademy,2026-08-28,1–2m,145,1339.8,2.453
@fixedreturnsacademy,2026-08-28,2–5m,97,2549.5,3.067
@fixedreturnsacademy,2026-08-28,5–10m,4,2077.0,6.391
@fixedreturnsacademy,2026-08-28,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-28,20m+,0,0.0,0.0
@fixedreturnsacademy,2026-08-29,0–30s,0,0.0,0.0
@fixedreturnsacademy,2026-08-29,30–60s,17,512.0,2.273
@fixedreturnsacademy,2026-08-29,1–2m,145,1343.3,2.439
@fixedreturnsacademy,2026-08-29,2–5m,97,2558.5,2.987
@fixedreturnsacademy,2026-08-29,5–10m,4,2078.0,6.389
@fixedreturnsacademy,2026-08-29,10–20m,0,0.0,0.0
@fixedreturnsacademy,2026-08-29,20m+,0,0.0,0.0
