channel_handle,snapshot_date,dimension,bucket,video_count,avg_views
@fixedreturnsacademy,2026-06-10,day,Sunday,16,1540.5
@fixedreturnsacademy,2026-06-10,day,Saturday,22,893.5
@fixedreturnsacademy,2026-06-10,hour,20,4,2305.2
@fixedreturnsacademy,2026-06-10,hour,19,31,2092.5
@fixedreturnsacademy,2026-06-10,hour,18,50,1499.4
@fixedreturnsacademy,2026-06-10,hour,21,3,340.7
@fixedreturnsacademy,2026-06-10,hour,17,79,1503.6
@fixedreturnsacademy,2026-06-10,hour,16,16,633.8
@fixedreturnsacademy,2026-06-10,hour,15,9,652.4
@fixedreturnsacademy,2026-06-10,hour,22,2,9374.5
@fixedreturnsacademy,2026-06-10,hour,14,9,3039.0
@fixedreturnsacademy,2026-06-10,hour,12,3,321.7
@fixedreturnsacademy,2026-06-10,hour,3,1,306.0
@fixedreturnsacademy,2026-06-10,hour,13,3,1808.7
@fixedreturnsacademy,2026-06-10,hour,11,3,625.7
@fixedreturnsacademy,2026-06-10,hour,10,1,245.0
@fixedreturnsacademy,2026-06-11,day,Wednesday,33,2049.3
@fixedreturnsacademy,2026-06-11,day,Tuesday,41,971.4
@fixedreturnsacademy,2026-06-11,day,Monday,35,2838.9
@fixedreturnsacademy,2026-06-11,day,Friday,36,1791.2
@fixedreturnsacademy,2026-06-11,day,Thursday,32,821.6
@fixedreturnsacademy,2026-06-11,day,Sunday,16,1551.7
@fixedreturnsacademy,2026-06-11,day,Saturday,22,895.0
@fixedreturnsacademy,2026-06-11,hour,19,32,2047.3
@fixedreturnsacademy,2026-06-11,hour,20,4,2349.2
@fixedreturnsacademy,2026-06-11,hour,18,50,1506.3
@fixedreturnsacademy,2026-06-11,hour,21,3,344.7
@fixedreturnsacademy,2026-06-11,hour,17,79,1510.5
@fixedreturnsacademy,2026-06-11,hour,16,16,634.4
@fixedreturnsacademy,2026-06-11,hour,15,9,653.4
@fixedreturnsacademy,2026-06-11,hour,22,2,9625.0
@fixedreturnsacademy,2026-06-11,hour,14,9,3043.9
@fixedreturnsacademy,2026-06-11,hour,12,3,321.7
@fixedreturnsacademy,2026-06-11,hour,3,1,306.0
@fixedreturnsacademy,2026-06-11,hour,13,3,1817.3
@fixedreturnsacademy,2026-06-11,hour,11,3,625.7
@fixedreturnsacademy,2026-06-11,hour,10,1,245.0
@fixedreturnsacademy,2026-06-12,day,Thursday,33,800.8
@fixedreturnsacademy,2026-06-12,day,Wednesday,33,2061.6
@fixedreturnsacademy,2026-06-12,day,Tuesday,41,981.0
@fixedreturnsacademy,2026-06-12,day,Monday,35,2860.8
@fixedreturnsacademy,2026-06-12,day,Friday,36,1795.1
@fixedreturnsacademy,2026-06-12,day,Sunday,16,1559.3
@fixedreturnsacademy,2026-06-12,day,Saturday,22,896.6
@fixedreturnsacademy,2026-06-12,hour,19,33,2000.0
@fixedreturnsacademy,2026-06-12,hour,20,4,2418.5
@fixedreturnsacademy,2026-06-12,hour,18,50,1512.8
@fixedreturnsacademy,2026-06-12,hour,21,3,344.7
@fixedreturnsacademy,2026-06-12,hour,17,79,1515.8
@fixedreturnsacademy,2026-06-12,hour,16,16,634.8
@fixedreturnsacademy,2026-06-12,hour,15,9,654.7
@fixedreturnsacademy,2026-06-12,hour,22,2,9835.0
@fixedreturnsacademy,2026-06-12,hour,14,9,3046.4
@fixedreturnsacademy,2026-06-12,hour,12,3,322.0
@fixedreturnsacademy,2026-06-12,hour,3,1,306.0
@fixedreturnsacademy,2026-06-12,hour,13,3,1824.7
@fixedreturnsacademy,2026-06-12,hour,11,3,626.0
@fixedreturnsacademy,2026-06-12,hour,10,1,245.0
@fixedreturnsacademy,2026-06-13,day,Friday,37,1750.5
@fixedreturnsacademy,2026-06-13,day,Thursday,33,803.6
@fixedreturnsacademy,2026-06-13,day,Wednesday,33,2068.7
@fixedreturnsacademy,2026-06-13,day,Tuesday,41,989.7
@fixedreturnsacademy,2026-06-13,day,Monday,35,2886.7
@fixedreturnsacademy,2026-06-13,day,Sunday,16,1570.2
@fixedreturnsacademy,2026-06-13,day,Saturday,22,898.1
@fixedreturnsacademy,2026-06-13,hour,19,34,1950.5
@fixedreturnsacademy,2026-06-13,hour,20,4,2462.0
@fixedreturnsacademy,2026-06-13,hour,18,50,1519.9
@fixedreturnsacademy,2026-06-13,hour,21,3,346.3
@fixedreturnsacademy,2026-06-13,hour,17,79,1521.9
@fixedreturnsacademy,2026-06-13,hour,16,16,634.9
@fixedreturnsacademy,2026-06-13,hour,15,9,655.4
@fixedreturnsacademy,2026-06-13,hour,22,2,10103.5
@fixedreturnsacademy,2026-06-13,hour,14,9,3049.8
@fixedreturnsacademy,2026-06-13,hour,12,3,323.0
@fixedreturnsacademy,2026-06-13,hour,3,1,306.0
@fixedreturnsacademy,2026-06-13,hour,13,3,1831.0
@fixedreturnsacademy,2026-06-13,hour,11,3,626.7
@fixedreturnsacademy,2026-06-13,hour,10,1,245.0
@fixedreturnsacademy,2026-06-14,day,Friday,37,1756.9
@fixedreturnsacademy,2026-06-14,day,Thursday,33,805.2
@fixedreturnsacademy,2026-06-14,day,Wednesday,33,2073.8
@fixedreturnsacademy,2026-06-14,day,Tuesday,41,993.7
@fixedreturnsacademy,2026-06-14,day,Monday,35,2901.6
@fixedreturnsacademy,2026-06-14,day,Sunday,16,1575.4
@fixedreturnsacademy,2026-06-14,day,Saturday,22,899.5
@fixedreturnsacademy,2026-06-14,hour,19,34,1960.5
@fixedreturnsacademy,2026-06-14,hour,20,4,2468.8
@fixedreturnsacademy,2026-06-14,hour,18,50,1525.4
@fixedreturnsacademy,2026-06-14,hour,21,3,346.3
@fixedreturnsacademy,2026-06-14,hour,17,79,1526.2
@fixedreturnsacademy,2026-06-14,hour,16,16,635.5
@fixedreturnsacademy,2026-06-14,hour,15,9,657.1
@fixedreturnsacademy,2026-06-14,hour,22,2,10215.0
@fixedreturnsacademy,2026-06-14,hour,14,9,3052.4
@fixedreturnsacademy,2026-06-14,hour,12,3,324.0
@fixedreturnsacademy,2026-06-14,hour,3,1,308.0
@fixedreturnsacademy,2026-06-14,hour,13,3,1835.7
@fixedreturnsacademy,2026-06-14,hour,11,3,627.0
@fixedreturnsacademy,2026-06-14,hour,10,1,245.0
@fixedreturnsacademy,2026-06-15,day,Friday,37,1768.9
@fixedreturnsacademy,2026-06-15,day,Thursday,33,806.7
@fixedreturnsacademy,2026-06-15,day,Wednesday,33,2080.6
@fixedreturnsacademy,2026-06-15,day,Tuesday,41,999.6
@fixedreturnsacademy,2026-06-15,day,Monday,35,2918.0
@fixedreturnsacademy,2026-06-15,day,Sunday,16,1582.5
@fixedreturnsacademy,2026-06-15,day,Saturday,22,900.5
@fixedreturnsacademy,2026-06-15,hour,19,34,1977.4
@fixedreturnsacademy,2026-06-15,hour,20,4,2489.8
@fixedreturnsacademy,2026-06-15,hour,18,50,1531.7
@fixedreturnsacademy,2026-06-15,hour,21,3,360.3
@fixedreturnsacademy,2026-06-15,hour,17,79,1530.4
@fixedreturnsacademy,2026-06-15,hour,16,16,635.7
@fixedreturnsacademy,2026-06-15,hour,15,9,657.7
@fixedreturnsacademy,2026-06-15,hour,22,2,10358.0
@fixedreturnsacademy,2026-06-15,hour,14,9,3054.3
@fixedreturnsacademy,2026-06-15,hour,12,3,325.3
@fixedreturnsacademy,2026-06-15,hour,3,1,308.0
@fixedreturnsacademy,2026-06-15,hour,13,3,1839.7
@fixedreturnsacademy,2026-06-15,hour,11,3,627.3
@fixedreturnsacademy,2026-06-15,hour,10,1,245.0
@fixedreturnsacademy,2026-06-16,day,Monday,36,2857.9
@fixedreturnsacademy,2026-06-16,day,Friday,37,1780.1
@fixedreturnsacademy,2026-06-16,day,Thursday,33,808.5
@fixedreturnsacademy,2026-06-16,day,Wednesday,33,2086.7
@fixedreturnsacademy,2026-06-16,day,Tuesday,41,1004.2
@fixedreturnsacademy,2026-06-16,day,Sunday,16,1589.2
@fixedreturnsacademy,2026-06-16,day,Saturday,22,901.7
@fixedreturnsacademy,2026-06-16,hour,18,51,1508.7
@fixedreturnsacademy,2026-06-16,hour,19,34,1992.4
@fixedreturnsacademy,2026-06-16,hour,20,4,2499.0
@fixedreturnsacademy,2026-06-16,hour,21,3,366.7
@fixedreturnsacademy,2026-06-16,hour,17,79,1535.5
@fixedreturnsacademy,2026-06-16,hour,16,16,636.0
@fixedreturnsacademy,2026-06-16,hour,15,9,658.7
@fixedreturnsacademy,2026-06-16,hour,22,2,10545.0
@fixedreturnsacademy,2026-06-16,hour,14,9,3056.4
@fixedreturnsacademy,2026-06-16,hour,12,3,326.0
@fixedreturnsacademy,2026-06-16,hour,3,1,308.0
@fixedreturnsacademy,2026-06-16,hour,13,3,1843.3
@fixedreturnsacademy,2026-06-16,hour,11,3,627.3
@fixedreturnsacademy,2026-06-16,hour,10,1,245.0
@fixedreturnsacademy,2026-06-17,day,Tuesday,43,962.6
@fixedreturnsacademy,2026-06-17,day,Friday,37,1785.3
@fixedreturnsacademy,2026-06-17,day,Thursday,33,809.9
@fixedreturnsacademy,2026-06-17,day,Wednesday,33,2092.1
@fixedreturnsacademy,2026-06-17,day,Monday,35,2962.9
@fixedreturnsacademy,2026-06-17,day,Sunday,16,1592.7
@fixedreturnsacademy,2026-06-17,day,Saturday,22,903.0
@fixedreturnsacademy,2026-06-17,hour,20,5,2009.8
@fixedreturnsacademy,2026-06-17,hour,16,17,601.9
@fixedreturnsacademy,2026-06-17,hour,19,34,1999.7
@fixedreturnsacademy,2026-06-17,hour,18,50,1543.4
@fixedreturnsacademy,2026-06-17,hour,21,3,368.3
@fixedreturnsacademy,2026-06-17,hour,17,79,1540.2
@fixedreturnsacademy,2026-06-17,hour,15,9,659.7
@fixedreturnsacademy,2026-06-17,hour,22,2,10805.5
@fixedreturnsacademy,2026-06-17,hour,14,9,3059.4
@fixedreturnsacademy,2026-06-17,hour,12,3,326.3
@fixedreturnsacademy,2026-06-17,hour,3,1,308.0
@fixedreturnsacademy,2026-06-17,hour,13,3,1848.0
@fixedreturnsacademy,2026-06-17,hour,11,3,627.3
@fixedreturnsacademy,2026-06-17,hour,10,1,245.0
@fixedreturnsacademy,2026-06-18,day,Wednesday,34,2036.5
@fixedreturnsacademy,2026-06-18,day,Tuesday,43,968.5
@fixedreturnsacademy,2026-06-18,day,Friday,37,1788.6
@fixedreturnsacademy,2026-06-18,day,Thursday,33,811.4
@fixedreturnsacademy,2026-06-18,day,Monday,35,2985.8
@fixedreturnsacademy,2026-06-18,day,Sunday,16,1597.7
@fixedreturnsacademy,2026-06-18,day,Saturday,22,904.2
@fixedreturnsacademy,2026-06-18,hour,20,6,1685.0
@fixedreturnsacademy,2026-06-18,hour,16,17,605.1
@fixedreturnsacademy,2026-06-18,hour,19,34,2005.8
@fixedreturnsacademy,2026-06-18,hour,18,50,1549.4
@fixedreturnsacademy,2026-06-18,hour,21,3,369.3
@fixedreturnsacademy,2026-06-18,hour,17,79,1545.4
@fixedreturnsacademy,2026-06-18,hour,15,9,660.6
@fixedreturnsacademy,2026-06-18,hour,22,2,11023.5
@fixedreturnsacademy,2026-06-18,hour,14,9,3063.4
@fixedreturnsacademy,2026-06-18,hour,12,3,327.3
@fixedreturnsacademy,2026-06-18,hour,3,1,308.0
@fixedreturnsacademy,2026-06-18,hour,13,3,1853.7
@fixedreturnsacademy,2026-06-18,hour,11,3,627.3
@fixedreturnsacademy,2026-06-18,hour,10,1,245.0
@fixedreturnsacademy,2026-06-19,day,Thursday,34,792.7
@fixedreturnsacademy,2026-06-19,day,Wednesday,34,2044.4
@fixedreturnsacademy,2026-06-19,day,Tuesday,42,994.6
@fixedreturnsacademy,2026-06-19,day,Friday,37,1792.0
@fixedreturnsacademy,2026-06-19,day,Monday,35,3010.7
@fixedreturnsacademy,2026-06-19,day,Sunday,16,1603.8
@fixedreturnsacademy,2026-06-19,day,Saturday,22,905.3
@fixedreturnsacademy,2026-06-19,hour,19,35,1958.9
@fixedreturnsacademy,2026-06-19,hour,20,5,2025.2
@fixedreturnsacademy,2026-06-19,hour,16,17,607.0
@fixedreturnsacademy,2026-06-19,hour,18,50,1555.0
@fixedreturnsacademy,2026-06-19,hour,21,3,369.7
@fixedreturnsacademy,2026-06-19,hour,17,79,1551.4
@fixedreturnsacademy,2026-06-19,hour,15,9,661.3
@fixedreturnsacademy,2026-06-19,hour,22,2,11265.0
@fixedreturnsacademy,2026-06-19,hour,14,9,3066.3
@fixedreturnsacademy,2026-06-19,hour,12,3,327.3
@fixedreturnsacademy,2026-06-19,hour,3,1,308.0
@fixedreturnsacademy,2026-06-19,hour,13,3,1857.7
@fixedreturnsacademy,2026-06-19,hour,11,3,627.3
@fixedreturnsacademy,2026-06-19,hour,10,1,245.0
@fixedreturnsacademy,2026-06-20,day,Friday,38,1748.4
@fixedreturnsacademy,2026-06-20,day,Thursday,34,796.1
@fixedreturnsacademy,2026-06-20,day,Wednesday,34,2049.7
@fixedreturnsacademy,2026-06-20,day,Tuesday,42,999.1
@fixedreturnsacademy,2026-06-20,day,Monday,35,3030.9
@fixedreturnsacademy,2026-06-20,day,Sunday,16,1609.1
@fixedreturnsacademy,2026-06-20,day,Saturday,22,906.6
@fixedreturnsacademy,2026-06-20,hour,18,51,1530.1
@fixedreturnsacademy,2026-06-20,hour,19,35,1965.5
@fixedreturnsacademy,2026-06-20,hour,20,5,2038.6
@fixedreturnsacademy,2026-06-20,hour,16,17,608.6
@fixedreturnsacademy,2026-06-20,hour,21,3,370.0
@fixedreturnsacademy,2026-06-20,hour,17,79,1556.3
@fixedreturnsacademy,2026-06-20,hour,15,9,662.2
@fixedreturnsacademy,2026-06-20,hour,22,2,11454.0
@fixedreturnsacademy,2026-06-20,hour,14,9,3069.8
@fixedreturnsacademy,2026-06-20,hour,12,3,327.7
@fixedreturnsacademy,2026-06-20,hour,3,1,308.0
@fixedreturnsacademy,2026-06-20,hour,13,3,1864.0
@fixedreturnsacademy,2026-06-20,hour,11,3,627.3
@fixedreturnsacademy,2026-06-20,hour,10,1,245.0
@fixedreturnsacademy,2026-06-21,day,Friday,38,1752.8
@fixedreturnsacademy,2026-06-21,day,Thursday,34,798.9
@fixedreturnsacademy,2026-06-21,day,Wednesday,34,2056.9
@fixedreturnsacademy,2026-06-21,day,Tuesday,42,1004.7
@fixedreturnsacademy,2026-06-21,day,Monday,35,3051.5
@fixedreturnsacademy,2026-06-21,day,Sunday,16,1615.0
@fixedreturnsacademy,2026-06-21,day,Saturday,22,907.5
@fixedreturnsacademy,2026-06-21,hour,18,51,1538.5
@fixedreturnsacademy,2026-06-21,hour,19,35,1972.4
@fixedreturnsacademy,2026-06-21,hour,20,5,2052.2
@fixedreturnsacademy,2026-06-21,hour,16,17,609.3
@fixedreturnsacademy,2026-06-21,hour,21,3,370.7
@fixedreturnsacademy,2026-06-21,hour,17,79,1561.7
@fixedreturnsacademy,2026-06-21,hour,15,9,663.7
@fixedreturnsacademy,2026-06-21,hour,22,2,11631.5
@fixedreturnsacademy,2026-06-21,hour,14,9,3072.4
@fixedreturnsacademy,2026-06-21,hour,12,3,328.3
@fixedreturnsacademy,2026-06-21,hour,3,1,308.0
@fixedreturnsacademy,2026-06-21,hour,13,3,1866.0
@fixedreturnsacademy,2026-06-21,hour,11,3,627.7
@fixedreturnsacademy,2026-06-21,hour,10,1,245.0
@fixedreturnsacademy,2026-06-22,day,Friday,38,1758.2
@fixedreturnsacademy,2026-06-22,day,Thursday,34,800.8
@fixedreturnsacademy,2026-06-22,day,Wednesday,34,2064.4
@fixedreturnsacademy,2026-06-22,day,Tuesday,42,1008.5
@fixedreturnsacademy,2026-06-22,day,Monday,35,3065.5
@fixedreturnsacademy,2026-06-22,day,Sunday,16,1621.6
@fixedreturnsacademy,2026-06-22,day,Saturday,22,908.9
@fixedreturnsacademy,2026-06-22,hour,18,51,1544.1
@fixedreturnsacademy,2026-06-22,hour,19,35,1979.8
@fixedreturnsacademy,2026-06-22,hour,20,5,2073.8
@fixedreturnsacademy,2026-06-22,hour,16,17,610.7
@fixedreturnsacademy,2026-06-22,hour,21,3,372.3
@fixedreturnsacademy,2026-06-22,hour,17,79,1566.1
@fixedreturnsacademy,2026-06-22,hour,15,9,664.8
@fixedreturnsacademy,2026-06-22,hour,22,2,11746.5
@fixedreturnsacademy,2026-06-22,hour,14,9,3075.9
@fixedreturnsacademy,2026-06-22,hour,12,3,329.0
@fixedreturnsacademy,2026-06-22,hour,3,1,308.0
@fixedreturnsacademy,2026-06-22,hour,13,3,1870.0
@fixedreturnsacademy,2026-06-22,hour,11,3,627.7
@fixedreturnsacademy,2026-06-22,hour,10,1,245.0
@fixedreturnsacademy,2026-06-23,day,Monday,36,3004.3
@fixedreturnsacademy,2026-06-23,day,Friday,38,1762.9
@fixedreturnsacademy,2026-06-23,day,Thursday,34,802.9
@fixedreturnsacademy,2026-06-23,day,Wednesday,34,2072.1
@fixedreturnsacademy,2026-06-23,day,Tuesday,42,1012.5
@fixedreturnsacademy,2026-06-23,day,Sunday,16,1627.5
@fixedreturnsacademy,2026-06-23,day,Saturday,22,910.0
@fixedreturnsacademy,2026-06-23,hour,19,36,1931.9
@fixedreturnsacademy,2026-06-23,hour,18,51,1550.3
@fixedreturnsacademy,2026-06-23,hour,20,5,2089.2
@fixedreturnsacademy,2026-06-23,hour,16,17,611.9
@fixedreturnsacademy,2026-06-23,hour,21,3,373.0
@fixedreturnsacademy,2026-06-23,hour,17,79,1571.8
@fixedreturnsacademy,2026-06-23,hour,15,9,665.7
@fixedreturnsacademy,2026-06-23,hour,22,2,11985.0
@fixedreturnsacademy,2026-06-23,hour,14,9,3079.8
@fixedreturnsacademy,2026-06-23,hour,12,3,330.3
@fixedreturnsacademy,2026-06-23,hour,3,1,308.0
@fixedreturnsacademy,2026-06-23,hour,13,3,1874.7
@fixedreturnsacademy,2026-06-23,hour,11,3,628.7
@fixedreturnsacademy,2026-06-23,hour,10,1,245.0
@fixedreturnsacademy,2026-06-24,day,Tuesday,43,993.1
@fixedreturnsacademy,2026-06-24,day,Monday,36,3027.2
@fixedreturnsacademy,2026-06-24,day,Friday,38,1765.8
@fixedreturnsacademy,2026-06-24,day,Thursday,34,804.5
@fixedreturnsacademy,2026-06-24,day,Wednesday,34,2077.9
@fixedreturnsacademy,2026-06-24,day,Sunday,16,1633.2
@fixedreturnsacademy,2026-06-24,day,Saturday,22,910.7
@fixedreturnsacademy,2026-06-24,hour,18,52,1527.0
@fixedreturnsacademy,2026-06-24,hour,19,36,1937.4
@fixedreturnsacademy,2026-06-24,hour,20,5,2099.2
@fixedreturnsacademy,2026-06-24,hour,16,17,612.4
@fixedreturnsacademy,2026-06-24,hour,21,3,373.7
@fixedreturnsacademy,2026-06-24,hour,17,79,1577.2
@fixedreturnsacademy,2026-06-24,hour,15,9,666.2
@fixedreturnsacademy,2026-06-24,hour,22,2,12188.0
@fixedreturnsacademy,2026-06-24,hour,14,9,3082.6
@fixedreturnsacademy,2026-06-24,hour,12,3,330.3
@fixedreturnsacademy,2026-06-24,hour,3,1,308.0
@fixedreturnsacademy,2026-06-24,hour,13,3,1877.0
@fixedreturnsacademy,2026-06-24,hour,11,3,628.7
@fixedreturnsacademy,2026-06-24,hour,10,1,245.0
@fixedreturnsacademy,2026-06-25,day,Wednesday,35,2041.9
@fixedreturnsacademy,2026-06-25,day,Monday,36,3054.1
@fixedreturnsacademy,2026-06-25,day,Friday,38,1769.6
@fixedreturnsacademy,2026-06-25,day,Thursday,34,806.0
@fixedreturnsacademy,2026-06-25,day,Tuesday,42,1020.5
@fixedreturnsacademy,2026-06-25,day,Sunday,16,1639.3
@fixedreturnsacademy,2026-06-25,day,Saturday,22,911.7
@fixedreturnsacademy,2026-06-25,hour,19,37,1907.3
@fixedreturnsacademy,2026-06-25,hour,18,51,1563.2
@fixedreturnsacademy,2026-06-25,hour,20,5,2113.4
@fixedreturnsacademy,2026-06-25,hour,16,17,613.2
@fixedreturnsacademy,2026-06-25,hour,21,3,374.7
@fixedreturnsacademy,2026-06-25,hour,17,79,1582.9
@fixedreturnsacademy,2026-06-25,hour,15,9,666.6
@fixedreturnsacademy,2026-06-25,hour,22,2,12454.5
@fixedreturnsacademy,2026-06-25,hour,14,9,3085.7
@fixedreturnsacademy,2026-06-25,hour,12,3,331.7
@fixedreturnsacademy,2026-06-25,hour,3,1,308.0
@fixedreturnsacademy,2026-06-25,hour,13,3,1879.3
@fixedreturnsacademy,2026-06-25,hour,11,3,629.0
@fixedreturnsacademy,2026-06-25,hour,10,1,245.0
@fixedreturnsacademy,2026-06-26,day,Thursday,35,789.7
@fixedreturnsacademy,2026-06-26,day,Wednesday,35,2073.7
@fixedreturnsacademy,2026-06-26,day,Monday,36,3075.8
@fixedreturnsacademy,2026-06-26,day,Tuesday,42,1024.7
@fixedreturnsacademy,2026-06-26,day,Friday,37,1818.5
@fixedreturnsacademy,2026-06-26,day,Sunday,16,1648.6
@fixedreturnsacademy,2026-06-26,day,Saturday,22,913.0
@fixedreturnsacademy,2026-06-26,hour,18,51,1571.0
@fixedreturnsacademy,2026-06-26,hour,19,37,1937.7
@fixedreturnsacademy,2026-06-26,hour,20,5,2121.6
@fixedreturnsacademy,2026-06-26,hour,16,17,614.0
@fixedreturnsacademy,2026-06-26,hour,21,3,376.0
@fixedreturnsacademy,2026-06-26,hour,17,79,1588.6
@fixedreturnsacademy,2026-06-26,hour,15,9,667.3
@fixedreturnsacademy,2026-06-26,hour,22,2,12667.5
@fixedreturnsacademy,2026-06-26,hour,14,9,3089.2
@fixedreturnsacademy,2026-06-26,hour,12,3,331.7
@fixedreturnsacademy,2026-06-26,hour,3,1,309.0
@fixedreturnsacademy,2026-06-26,hour,13,3,1885.3
@fixedreturnsacademy,2026-06-26,hour,11,3,629.7
@fixedreturnsacademy,2026-06-26,hour,10,1,245.0
@fixedreturnsacademy,2026-06-27,day,Friday,38,1774.6
@fixedreturnsacademy,2026-06-27,day,Thursday,35,797.2
@fixedreturnsacademy,2026-06-27,day,Wednesday,35,2089.9
@fixedreturnsacademy,2026-06-27,day,Monday,36,3089.2
@fixedreturnsacademy,2026-06-27,day,Tuesday,42,1028.3
@fixedreturnsacademy,2026-06-27,day,Sunday,16,1655.8
@fixedreturnsacademy,2026-06-27,day,Saturday,22,914.2
@fixedreturnsacademy,2026-06-27,hour,18,52,1549.9
@fixedreturnsacademy,2026-06-27,hour,19,37,1954.8
@fixedreturnsacademy,2026-06-27,hour,20,5,2128.0
@fixedreturnsacademy,2026-06-27,hour,16,17,615.0
@fixedreturnsacademy,2026-06-27,hour,21,3,376.0
@fixedreturnsacademy,2026-06-27,hour,17,79,1593.1
@fixedreturnsacademy,2026-06-27,hour,15,9,668.3
@fixedreturnsacademy,2026-06-27,hour,22,2,12768.0
@fixedreturnsacademy,2026-06-27,hour,14,9,3091.2
@fixedreturnsacademy,2026-06-27,hour,12,3,332.0
@fixedreturnsacademy,2026-06-27,hour,3,1,309.0
@fixedreturnsacademy,2026-06-27,hour,13,3,1890.7
@fixedreturnsacademy,2026-06-27,hour,11,3,630.7
@fixedreturnsacademy,2026-06-27,hour,10,1,245.0
@fixedreturnsacademy,2026-06-28,day,Saturday,23,909.1
@fixedreturnsacademy,2026-06-28,day,Friday,38,1777.4
@fixedreturnsacademy,2026-06-28,day,Thursday,35,799.9
@fixedreturnsacademy,2026-06-28,day,Wednesday,35,2101.5
@fixedreturnsacademy,2026-06-28,day,Monday,36,3100.2
@fixedreturnsacademy,2026-06-28,day,Tuesday,42,1032.0
@fixedreturnsacademy,2026-06-28,day,Sunday,16,1661.5
@fixedreturnsacademy,2026-06-28,hour,17,80,1586.9
@fixedreturnsacademy,2026-06-28,hour,18,52,1555.6
@fixedreturnsacademy,2026-06-28,hour,19,37,1965.9
@fixedreturnsacademy,2026-06-28,hour,20,5,2135.8
@fixedreturnsacademy,2026-06-28,hour,16,17,615.5
@fixedreturnsacademy,2026-06-28,hour,21,3,377.3
@fixedreturnsacademy,2026-06-28,hour,15,9,669.2
@fixedreturnsacademy,2026-06-28,hour,22,2,12845.0
@fixedreturnsacademy,2026-06-28,hour,14,9,3093.4
@fixedreturnsacademy,2026-06-28,hour,12,3,333.7
@fixedreturnsacademy,2026-06-28,hour,3,1,309.0
@fixedreturnsacademy,2026-06-28,hour,13,3,1893.0
@fixedreturnsacademy,2026-06-28,hour,11,3,630.7
@fixedreturnsacademy,2026-06-28,hour,10,1,245.0
@fixedreturnsacademy,2026-06-29,day,Saturday,23,916.2
@fixedreturnsacademy,2026-06-29,day,Friday,38,1780.4
@fixedreturnsacademy,2026-06-29,day,Thursday,35,807.6
@fixedreturnsacademy,2026-06-29,day,Wednesday,35,2110.5
@fixedreturnsacademy,2026-06-29,day,Monday,36,3109.4
@fixedreturnsacademy,2026-06-29,day,Tuesday,42,1036.3
@fixedreturnsacademy,2026-06-29,day,Sunday,16,1668.2
@fixedreturnsacademy,2026-06-29,hour,17,80,1591.9
@fixedreturnsacademy,2026-06-29,hour,18,52,1565.4
@fixedreturnsacademy,2026-06-29,hour,19,37,1974.6
@fixedreturnsacademy,2026-06-29,hour,20,5,2149.4
@fixedreturnsacademy,2026-06-29,hour,16,17,615.9
@fixedreturnsacademy,2026-06-29,hour,21,3,378.3
@fixedreturnsacademy,2026-06-29,hour,15,9,670.0
@fixedreturnsacademy,2026-06-29,hour,22,2,12911.0
@fixedreturnsacademy,2026-06-29,hour,14,9,3095.6
@fixedreturnsacademy,2026-06-29,hour,12,3,334.3
@fixedreturnsacademy,2026-06-29,hour,3,1,309.0
@fixedreturnsacademy,2026-06-29,hour,13,3,1897.3
@fixedreturnsacademy,2026-06-29,hour,11,3,630.7
@fixedreturnsacademy,2026-06-29,hour,10,1,245.0
@fixedreturnsacademy,2026-06-30,day,Monday,37,3045.7
@fixedreturnsacademy,2026-06-30,day,Saturday,23,931.0
@fixedreturnsacademy,2026-06-30,day,Friday,38,1785.2
@fixedreturnsacademy,2026-06-30,day,Thursday,35,812.4
@fixedreturnsacademy,2026-06-30,day,Wednesday,35,2116.5
@fixedreturnsacademy,2026-06-30,day,Tuesday,42,1042.0
@fixedreturnsacademy,2026-06-30,day,Sunday,16,1675.6
@fixedreturnsacademy,2026-06-30,hour,19,38,1932.1
@fixedreturnsacademy,2026-06-30,hour,17,80,1600.9
@fixedreturnsacademy,2026-06-30,hour,18,52,1573.8
@fixedreturnsacademy,2026-06-30,hour,20,5,2160.4
@fixedreturnsacademy,2026-06-30,hour,16,17,617.2
@fixedreturnsacademy,2026-06-30,hour,21,3,379.3
@fixedreturnsacademy,2026-06-30,hour,15,9,670.2
@fixedreturnsacademy,2026-06-30,hour,22,2,13091.5
@fixedreturnsacademy,2026-06-30,hour,14,9,3100.6
@fixedreturnsacademy,2026-06-30,hour,12,3,334.3
@fixedreturnsacademy,2026-06-30,hour,3,1,309.0
@fixedreturnsacademy,2026-06-30,hour,13,3,1899.7
@fixedreturnsacademy,2026-06-30,hour,11,3,631.3
@fixedreturnsacademy,2026-06-30,hour,10,1,245.0
@fixedreturnsacademy,2026-07-01,day,Tuesday,43,1023.0
@fixedreturnsacademy,2026-07-01,day,Monday,37,3062.9
@fixedreturnsacademy,2026-07-01,day,Saturday,23,938.6
@fixedreturnsacademy,2026-07-01,day,Friday,38,1788.9
@fixedreturnsacademy,2026-07-01,day,Thursday,35,814.3
@fixedreturnsacademy,2026-07-01,day,Wednesday,35,2121.1
@fixedreturnsacademy,2026-07-01,day,Sunday,16,1681.5
@fixedreturnsacademy,2026-07-01,hour,19,39,1890.3
@fixedreturnsacademy,2026-07-01,hour,17,80,1606.9
@fixedreturnsacademy,2026-07-01,hour,18,52,1579.0
@fixedreturnsacademy,2026-07-01,hour,20,5,2165.8
