context_locale,ip_address,context_page_referring_domain,id,context_app_namespace,context_library_name,context_app_version,total_returns,context_destination_id,event,anonymous_id,timezone,browser,context_source_type,context_screen_inner_width,user_id,network_type,os,region,isp,event_text,context_session_id,fd_name,investment_amount,context_screen_inner_height,context_screen_width,context_destination_type,context_library_version,context_user_agent,eligible_for_women,context_page_initial_referring_domain,fd_type,original_timestamp,sent_at,device_orientation,city,timestamp,uuid_ts,context_page_url,context_app_name,context_timezone,context_source_id,tenure,device_type,context_ip,country,context_page_path,context_page_initial_referrer,received_at,total_interest,context_request_ip,eligible_for_sr_citizen,context_page_referrer,context_screen_density,channel,context_page_tab_url,context_page_title,context_screen_height,name,term,context_session_start,referrer,source,adgroup,fbclid,campaign,adset,medium,placement,device,utm_search,content,gclid,creative,context_page_search,context_campaign_name,context_campaign_source,context_campaign_medium,exp_version,application,gc_name,external_user_id,gc_id,path,product_sub_category,rfq_enabled,extra_return_eligible,financial_product_type,url,product_category,cta_text,kyc_status,amo,irr,obpp_kyc_status,ucc_status,quantities_selected,fd_kyc_status,context_app_install_type,asset_logo,asset_description,mf_investment_type,mf_kyc_status,asset_id,infinite,clicked_with_infinite,infinite_schema_version,infinite_extra_returns,version,country_code,context_campaign_referrer,invested_investor,venue,context_campaign_content,referrer_page,page,experiment_variant,experiment_name,experiment_treatment_percentage,experiment_bucket,investment_source,experiment_skip_asset_details_page_bucket,experience_type,experiment_skip_checkout_experiment_bucket,page_source,asset_category,experiment_skip_checkout_experiment_variant,experiment_skip_asset_details_page_variant,cohort_type,context_traits_obpp_kyc_status,context_traits_gc_id,context_traits_investment_status,investment_status,context_traits_external_user_id,context_traits_gc_name
en-IN,ip_098851b13a,,65ab7c6d-2c15-4e90-9cbd-412b6e125a7e,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,6e9054ba-f995-4630-9516-dedcc89667d1,Asia/Kolkata,Chrome,Javascript,384,491473,4g,Android,Jharkhand,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778317998023.0,,100566,755,384,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 16; SM-E156B Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.120 Mobile Safari/537.36",,,,2026-05-09T14:51:23.918+05:30,2026-05-09T14:51:23.921+05:30,Portrait,Punai,2026-05-09T14:51:24.406+05:30,2026-05-09T15:00:19.985+05:30,https://www.gripinvest.in/assetdetails/kosamattam-finance-limited/ncd/rcbkm260101/2388?from=qc,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,8,Phone,ip_098851b13a,India,/assetdetails/kosamattam-finance-limited/ncd/rcbkm260101/2388,$direct,2026-05-09T14:51:24.409+05:30,,ip_098851b13a,,$direct,2,web,https://www.gripinvest.in/assetdetails/kosamattam-finance-limited/ncd/rcbkm260101/2388?from=qc,Grow your wealth,832,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,?from=qc,,,,,Mobile App,,,,/assets/bonds,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/kosamattam-finance-limited/ncd/rcbkm260101/2388?from=qc,Corporate Bonds,,True,True,10.0,True,False,10.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/1962/website/logo/kosamattamdeallogo.png,KOSAMATTAM FINANCE LIMITED,,,2388,eligible,False,1.0,2.92,IPv4,IN,,True,GRIP,,/assets/bonds,/assetdetails/kosamattam-finance-limited/ncd/rcbkm260101/2388,,,,,asset_detail_page,26.0,quick_checkout,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-GB,ip_1fbbc29df5,,ecce9960-82da-4c28-ace5-de4745281435,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,95b15b74-f2c5-4a26-b028-b82a442365db,Asia/Kolkata,Chrome,Javascript,360,1359176,4g,Android,Odisha,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778316619715.0,,66184,501,360,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 10; CPH2127 Build/QKQ1.200614.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.111 Mobile Safari/537.36",,,,2026-05-09T14:51:37.234+05:30,2026-05-09T14:51:37.238+05:30,Portrait,Bhubaneswar,2026-05-09T14:51:40.229+05:30,2026-05-09T15:00:19.985+05:30,https://www.gripinvest.in/assets?type=bonds,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,11,Phone,ip_1fbbc29df5,India,/assets,$direct,2026-05-09T14:51:40.233+05:30,,ip_1fbbc29df5,,$direct,2,web,https://www.gripinvest.in/assets?type=bonds,Invest in non-market linked investment opportunities,800,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,?filter=all&sort=ytm_desc&utm_source=WHATSAPP&utm_medium=Marketing&utm_campaign=PWA_06052026_M_Snapshot_ExtraYTM_Bond_Bundle_RFQDone_IU_Utility_Karix,Not received,Not received,Not received,?type=bonds,,,,,Mobile App,,,,/assets,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assets?type=bonds,Corporate Bonds,,True,True,9.0,True,False,63.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2167/website/logo/capri_logo.png,CAPRI GLOBAL CAPITAL LIMITED,,,2422,not eligible,False,1.0,,IPv4,IN,,True,GRIP,,/discover,/assets,,,,,quick_checkout,48.0,quick_checkout,,asset_list,bond,not_eligible,treatment,invested,True,,True,True,,
en-IN,ip_3857da51c8,,94f00957-5b37-4728-884a-779a72c688b3,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,b939486c-0fab-4c9d-9b22-6f1a98a50562,Asia/Kolkata,Chrome,Javascript,384,879918,4g,Android,Karnataka,"Bharti Airtel Ltd., Telemedia Services",Invest Now Button Clicked,1778318414140.0,,196882,784,384,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 14; SM-M135FU Build/UP1A.231005.007; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36",,,,2026-05-09T14:51:44.054+05:30,2026-05-09T14:51:44.06+05:30,Portrait,Bengaluru,2026-05-09T14:51:44.492+05:30,2026-05-09T15:00:19.985+05:30,https://www.gripinvest.in/assetdetails/muthoottu-mini/ncd/rcbmm251202/2327,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,21,Phone,ip_3857da51c8,India,/assetdetails/muthoottu-mini/ncd/rcbmm251202/2327,$direct,2026-05-09T14:51:44.498+05:30,,ip_3857da51c8,,$direct,2,web,https://www.gripinvest.in/assetdetails/muthoottu-mini/ncd/rcbmm251202/2327,Grow your wealth,857,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,,,,,,Mobile App,,,,/discover,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/muthoottu-mini/ncd/rcbmm251202/2327,Corporate Bonds,,True,True,11.0,True,False,20.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2327/website/logo/muthoot_mcred.png,Muthoottu Mini,,,2327,eligible,False,1.0,22.98,IPv4,IN,,True,GRIP,,/discover,/assetdetails/muthoottu-mini/ncd/rcbmm251202/2327,,,,,asset_detail_page,,,,,,not_eligible,,,True,,True,True,,
en-US,ip_eeab4ad052,www.gripinvest.in,36923b74-3978-4045-a14f-32a02055f005,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,81b442e2-4b29-47d4-b218-01e4e4b9311c,Asia/Kolkata,Chrome,Javascript,384,587809,4g,Android,Karnataka,Reliance Jio Infocomm Limited,Invest Now Button Clicked,1778318456118.0,,99801,698,384,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Mobile Safari/537.36",,,,2026-05-09T14:53:18.678+05:30,2026-05-09T14:53:18.682+05:30,Portrait,Bengaluru,2026-05-09T14:53:18.883+05:30,2026-05-09T15:00:19.985+05:30,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260403/2608?from=qc,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,35,Phone,ip_eeab4ad052,India,/assetdetails/best-capital-services-limited/ncd/rcbbc260403/2608,$direct,2026-05-09T14:53:18.887+05:30,,ip_eeab4ad052,,https://www.gripinvest.in/discover,2,web,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260403/2608?from=qc,Grow your wealth,832,,,,,,,,,,,,,,,,,?from=qc,,,,,Website,,,,/assets/bonds,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260403/2608?from=qc,Corporate Bonds,,True,True,13.75,True,,10.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2505/website/logo/best_capital3x.png,BEST CAPITAL SERVICES LIMITED,,,2608,eligible,False,1.0,87.31,IPv4,IN,,True,GRIP,,/assets/bonds,/assetdetails/best-capital-services-limited/ncd/rcbbc260403/2608,,,,,asset_detail_page,75.0,quick_checkout,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-US,ip_843b24025e,,d6fc5d63-c22f-4c15-bbc4-2a01518c0d4f,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,f9f0b1cc-c1bf-4602-83d6-6ffd6f5c3820,Asia/Kolkata,Chrome,Javascript,360,1841161,4g,Android,Gujarat,Bharti Airtel Ltd. AS for GPRS Service,Invest Now Button Clicked,1778318031919.0,,99218,658,360,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 11; vivo 1819) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6778.200 Mobile Safari/537.36 VivoBrowser/15.8.2.0",,www.gripinvest.in,,2026-05-09T14:53:20.692+05:30,2026-05-09T14:53:20.697+05:30,Portrait,Surat,2026-05-09T14:53:22.173+05:30,2026-05-09T15:00:19.985+05:30,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260402/2607,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,35,Phone,ip_843b24025e,India,/assetdetails/best-capital-services-limited/ncd/rcbbc260402/2607,https://www.gripinvest.in/quick-start?utm_source=WHATSAPP&utm_medium=Marketing&utm_campaign=Signup+to+Kycstart+QuickStart+UJ,2026-05-09T14:53:22.178+05:30,,ip_843b24025e,,$direct,3,web,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260402/2607,Grow your wealth,780,Not received,Not received,,Not received,WHATSAPP,Not received,Not received,Signup to Kycstart QuickStart UJ,Not received,Marketing,Not received,Not received,?utm_source=WHATSAPP&utm_medium=Marketing&utm_campaign=Signup+to+Kycstart+QuickStart+UJ,Not received,Not received,Not received,,,,,,Website,,,,/user-kyc,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260402/2607,Corporate Bonds,,True,True,14.25,True,False,10.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2505/website/logo/best_capital3x.png,BEST CAPITAL SERVICES LIMITED,,,2607,eligible,False,1.0,84.78,IPv4,IN,,False,GRIP,,/user-kyc,/assetdetails/best-capital-services-limited/ncd/rcbbc260402/2607,,,,,asset_detail_page,,,,,,not_eligible,,,True,,False,False,,
en-US,ip_843b24025e,,65f65916-f1dd-4f3f-930b-d57fd8f0120d,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,f9f0b1cc-c1bf-4602-83d6-6ffd6f5c3820,Asia/Kolkata,Chrome,Javascript,360,1841161,4g,Android,Gujarat,Bharti Airtel Ltd. AS for GPRS Service,Invest Now Button Clicked,1778318031919.0,,99218,658,360,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 11; vivo 1819) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/131.0.6778.200 Mobile Safari/537.36 VivoBrowser/15.8.2.0",,www.gripinvest.in,,2026-05-09T14:53:22.195+05:30,2026-05-09T14:53:22.199+05:30,Portrait,Surat,2026-05-09T14:53:22.178+05:30,2026-05-09T15:00:19.985+05:30,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260402/2607,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,35,Phone,ip_843b24025e,India,/assetdetails/best-capital-services-limited/ncd/rcbbc260402/2607,https://www.gripinvest.in/quick-start?utm_source=WHATSAPP&utm_medium=Marketing&utm_campaign=Signup+to+Kycstart+QuickStart+UJ,2026-05-09T14:53:22.182+05:30,,ip_843b24025e,,$direct,3,web,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260402/2607,Grow your wealth,780,Not received,Not received,,Not received,WHATSAPP,Not received,Not received,Signup to Kycstart QuickStart UJ,Not received,Marketing,Not received,Not received,?utm_source=WHATSAPP&utm_medium=Marketing&utm_campaign=Signup+to+Kycstart+QuickStart+UJ,Not received,Not received,Not received,,,,,,Website,,,,/user-kyc,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/best-capital-services-limited/ncd/rcbbc260402/2607,Corporate Bonds,,True,True,14.25,True,False,10.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2505/website/logo/best_capital3x.png,BEST CAPITAL SERVICES LIMITED,,,2607,eligible,False,1.0,84.78,IPv4,IN,,False,GRIP,,/user-kyc,/assetdetails/best-capital-services-limited/ncd/rcbbc260402/2607,,,,,asset_detail_page,,,,,,not_eligible,,,True,,False,False,,
en-IN,ip_de1bba8ac9,,fbbaa9bd-d9f9-4ad9-944d-e4ce4e14173f,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,942e64ef-83f6-4d75-9995-30907c72165b,Asia/Kolkata,Chrome,Javascript,384,1795713,4g,Android,West Bengal,Bharti Airtel Ltd. AS for GPRS Service,Invest Now Button Clicked,1778318827612.0,,100161,788,384,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 16; SM-E156B Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.120 Mobile Safari/537.36",,,,2026-05-09T14:57:58.289+05:30,2026-05-09T14:57:58.29+05:30,Portrait,Beliātor,2026-05-09T14:57:58.164+05:30,2026-05-09T15:00:19.985+05:30,https://www.gripinvest.in/assetdetails/ugro/ncd/rcbug260404/2585,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,10,Phone,ip_de1bba8ac9,India,/assetdetails/ugro/ncd/rcbug260404/2585,$direct,2026-05-09T14:57:58.165+05:30,,ip_de1bba8ac9,,$direct,2,web,https://www.gripinvest.in/assetdetails/ugro/ncd/rcbug260404/2585,Grow your wealth,832,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,,,,,,Mobile App,,,,/assets,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/ugro/ncd/rcbug260404/2585,Corporate Bonds,,True,True,10.25,True,,10.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/1382/website/logo/image_12_3_1.png,Ugro,,,2585,eligible,False,1.0,3.49,IPv4,IN,,False,GRIP,,/assets,/assetdetails/ugro/ncd/rcbug260404/2585,,,,,asset_detail_page,,,,,,not_eligible,,,True,,False,False,,
en-IN,ip_f31edcfa40,www.gripinvest.in,6b0a1c49-fca1-4f7a-af8d-eaf9a110c296,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,72391b08-a0fa-48ae-8a7b-52a19122c8c5,Asia/Kolkata,Chrome,Javascript,1920,67161,4g,Windows,Telangana,Atria Convergence Technologies Ltd.,Invest Now Button Clicked,1778318755344.0,,50283,911,1920,POSTGRES,3.11.17,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,www.gripinvest.in,,2026-05-09T14:58:44.511+05:30,2026-05-09T14:58:44.512+05:30,Landscape,Hyderabad,2026-05-09T14:58:44.599+05:30,2026-05-09T15:00:19.985+05:30,https://www.gripinvest.in/assetdetails/kosamattam-finance-limited/ncd/rcbkm260101/2388,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,8,Laptop,ip_f31edcfa40,India,/assetdetails/kosamattam-finance-limited/ncd/rcbkm260101/2388,https://www.gripinvest.in/?reporting=1&utm_source=google&utm_medium=search&utm_campaign=20959364358&utm_referrer=&gclid=CjwKCAiAzc2tBhA6EiwArv-i6YivFJz-XrhSzM1_23F2DSejUp69enCl0EGBafz9amlZLGu3fqd96RoC_vMQAvD_BwE,2026-05-09T14:58:44.6+05:30,,ip_f31edcfa40,,https://www.gripinvest.in/assets/bonds?filter=selling-fast,1,web,https://www.gripinvest.in/assetdetails/kosamattam-finance-limited/ncd/rcbkm260101/2388,Grow your wealth,1080,Not received,Not received,,Not received,google,Not received,Not received,20959364358,Not received,search,Not received,Not received,?reporting=1&utm_source=google&utm_medium=search&utm_campaign=20959364358&utm_referrer=&gclid=CjwKCAiAzc2tBhA6EiwArv-i6YivFJz-XrhSzM1_23F2DSejUp69enCl0EGBafz9amlZLGu3fqd96RoC_vMQAvD_BwE,Not received,CjwKCAiAzc2tBhA6EiwArv-i6YivFJz-XrhSzM1_23F2DSejUp69enCl0EGBafz9amlZLGu3fqd96RoC_vMQAvD_BwE,Not received,,,,,,Website,,,,/assets/bonds,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/kosamattam-finance-limited/ncd/rcbkm260101/2388,Corporate Bonds,Invest Now,True,True,10.0,True,False,5.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/1962/website/logo/kosamattamdeallogo.png,KOSAMATTAM FINANCE LIMITED,,,2388,eligible,False,1.0,2.92,IPv4,IN,,True,GRIP,,/assets/bonds,/assetdetails/kosamattam-finance-limited/ncd/rcbkm260101/2388,,,,,asset_detail_page,99.0,asset_detail_page,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-IN,ip_f31edcfa40,www.gripinvest.in,a56fcb55-aca6-4436-b306-c6fd05c592a3,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,72391b08-a0fa-48ae-8a7b-52a19122c8c5,Asia/Kolkata,Chrome,Javascript,1920,67161,4g,Windows,Telangana,Atria Convergence Technologies Ltd.,Invest Now Button Clicked,1778318755344.0,,60339,911,1920,POSTGRES,3.11.17,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,www.gripinvest.in,,2026-05-09T14:59:07.905+05:30,2026-05-09T14:59:07.906+05:30,Landscape,Hyderabad,2026-05-09T14:59:07.998+05:30,2026-05-09T15:00:19.985+05:30,https://www.gripinvest.in/assetdetails/kosamattam-finance-limited/ncd/rcbkm260101/2388,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,8,Laptop,ip_f31edcfa40,India,/assetdetails/kosamattam-finance-limited/ncd/rcbkm260101/2388,https://www.gripinvest.in/?reporting=1&utm_source=google&utm_medium=search&utm_campaign=20959364358&utm_referrer=&gclid=CjwKCAiAzc2tBhA6EiwArv-i6YivFJz-XrhSzM1_23F2DSejUp69enCl0EGBafz9amlZLGu3fqd96RoC_vMQAvD_BwE,2026-05-09T14:59:07.999+05:30,,ip_f31edcfa40,,https://www.gripinvest.in/assets/bonds?filter=selling-fast,1,web,https://www.gripinvest.in/assetdetails/kosamattam-finance-limited/ncd/rcbkm260101/2388,Grow your wealth,1080,Not received,Not received,,Not received,google,Not received,Not received,20959364358,Not received,search,Not received,Not received,?reporting=1&utm_source=google&utm_medium=search&utm_campaign=20959364358&utm_referrer=&gclid=CjwKCAiAzc2tBhA6EiwArv-i6YivFJz-XrhSzM1_23F2DSejUp69enCl0EGBafz9amlZLGu3fqd96RoC_vMQAvD_BwE,Not received,CjwKCAiAzc2tBhA6EiwArv-i6YivFJz-XrhSzM1_23F2DSejUp69enCl0EGBafz9amlZLGu3fqd96RoC_vMQAvD_BwE,Not received,,,,,,Website,,,,/assetdetails/kosamattam-finance-limited/ncd/rcbkm260101/2388,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/kosamattam-finance-limited/ncd/rcbkm260101/2388,Corporate Bonds,Invest Now,True,True,10.0,True,False,6.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/1962/website/logo/kosamattamdeallogo.png,KOSAMATTAM FINANCE LIMITED,,,2388,eligible,False,1.0,2.92,IPv4,IN,,True,GRIP,,/assetagreement/kosamattam-finance-limited/ncd/rcbkm260101/2388,/assetdetails/kosamattam-finance-limited/ncd/rcbkm260101/2388,,,,,asset_detail_page,99.0,asset_detail_page,,asset_type_list,bond,not_eligible,treatment,unknown,True,,True,True,,
en-IN,ip_2bca4785af,www.gripinvest.in,efb5ed71-5647-4f83-866a-5935271925b0,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,942e64ef-83f6-4d75-9995-30907c72165b,Asia/Kolkata,Chrome,Javascript,384,1795713,4g,Android,West Bengal,Bharti Airtel Ltd. AS for GPRS Service,Invest Now Button Clicked,1778318827612.0,,502,788,384,POSTGRES,3.11.17,"Mozilla/5.0 (Linux; Android 16; SM-E156B Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/148.0.7778.120 Mobile Safari/537.36",,,,2026-05-09T14:59:24.352+05:30,2026-05-09T14:59:24.354+05:30,Portrait,Beliātor,2026-05-09T14:59:24.219+05:30,2026-05-09T15:00:19.985+05:30,https://www.gripinvest.in/assetdetails/goi-loan/bonds/rgsec251204/2312,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,6,Phone,ip_2bca4785af,India,/assetdetails/goi-loan/bonds/rgsec251204/2312,$direct,2026-05-09T14:59:24.221+05:30,,ip_2bca4785af,,https://www.gripinvest.in/discover?uid=1795713,2,web,https://www.gripinvest.in/assetdetails/goi-loan/bonds/rgsec251204/2312,Grow your wealth,832,Not received,Not received,,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,Not received,,Not received,Not received,Not received,,,,,,Mobile App,,,,,G-SEC,True,,Bonds,https://www.gripinvest.in/assetdetails/goi-loan/bonds/rgsec251204/2312,Corporate Bonds,,True,True,7.0,True,False,5.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/1626/website/logo/image_52.png,GOI Loan,,,2312,not eligible,False,1.0,,IPv4,IN,,False,GRIP,,/discover,/assetdetails/goi-loan/bonds/rgsec251204/2312,,,,,asset_detail_page,,,,,,not_eligible,,,True,,False,False,,
ta-IN,ip_4e695c865e,www.gripinvest.in,d1b20960-a3f7-46f0-af5d-3a620ad94a1d,com.rudderlabs.javascript,RudderLabs JavaScript SDK,3.11.17,,1zPDwwVTM2IViEcrnPu1ijq5MB9,invest_now_button_clicked,c5fe47f5-b3da-4ac6-b7c0-3c578a615f58,Asia/Kolkata,Chrome,Javascript,1440,1849407,4g,Mac,Maharashtra,"Amazon.com, Inc.",Invest Now Button Clicked,1778318408785.0,,9907,812,1440,POSTGRES,3.11.17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/147.0.0.0 Safari/537.36",,www.google.com,,2026-05-09T15:01:19.119+05:30,2026-05-09T15:01:19.119+05:30,Landscape,Mumbai,2026-05-09T15:01:19.328+05:30,2026-05-09T15:30:33.72+05:30,https://www.gripinvest.in/assetdetails/keertana/ncd/rcbkf260501/2626,RudderLabs JavaScript SDK,GMT+0530,1zPBioi9zJvy4kIey0DcD3upWe6,16,Laptop,ip_d92ba2023e,India,/assetdetails/keertana/ncd/rcbkf260501/2626,https://www.google.com/,2026-05-09T15:01:19.328+05:30,,ip_d92ba2023e,,https://www.gripinvest.in/signup,2,web,https://www.gripinvest.in/assetdetails/keertana/ncd/rcbkf260501/2626,Grow your wealth,900,Not received,Not received,,invest in bonds,google,Not received,Not received,18457637920,Not received,cpc,Not received,Not received,?utm_source=google&utm_medium=cpc&utm_campaign=18457637920&utm_referrer=invest%20in%20bonds&gad_source=1&gad_campaignid=18457637920&gbraid=0AAAAACUmGAOQFgSCXaqbWUOzjNH49Snrk&gclid=CjwKCAjwtvvPBhBuEiwAPMijr4VQsnLFuPrewQbHN9-r7vp_ulkpmmOZvC4_JKFhOv2KDyXi0kv9sRoCtccQAvD_BwE,Not received,CjwKCAjwtvvPBhBuEiwAPMijr4VQsnLFuPrewQbHN9-r7vp_ulkpmmOZvC4_JKFhOv2KDyXi0kv9sRoCtccQAvD_BwE,Not received,,,,,,Website,,,,/assets/bonds,Corporate Bonds,True,,Bonds,https://www.gripinvest.in/assetdetails/keertana/ncd/rcbkf260501/2626,Corporate Bonds,Invest Now,True,True,13.25,True,False,1.0,True,npm,https://s3.ap-south-1.amazonaws.com/docs.gripinvest.in/production/asset/2296/website/logo/keertana_deallogos_1_2.png,Keertana,,,2626,eligible,False,1.0,10.56,,,,False,GRIP,,/assets/bonds,/assetdetails/keertana/ncd/rcbkf260501/2626,,,,,asset_detail_page,39.0,asset_detail_page,,asset_type_list,bond,not_eligible,treatment,unknown,True,,False,False,,
